win	2332626658	True	False	0.415943185519759
lose	2332796666	False	True	0.535677875601234
lose	2332978193	False	False	0.398513564793823
lose	2334793300	False	False	0.406547875413376
win	2335041898	True	False	0.427244094609887
lose	2335041898	False	True	0.564554838087502
win	2335211353	True	True	0.584370808576453
lose	2335211353	False	False	0.406547875413376
win	2335218272	True	True	0.534370143908071
lose	2335218272	False	True	0.559667538400574
lose	2335413579	False	True	0.519430391601491
win	2335351191	True	True	0.755100108921816
lose	2335513179	False	True	0.508933963719192
win	2335535244	True	True	0.67148743178897
lose	2335535244	False	False	0.335034795477452
win	2335709174	True	True	0.551200697891378
lose	2335709174	False	True	0.537716748893406
win	2335845402	True	False	0.321728745317195
lose	2335845402	False	True	0.769402301682083
win	2335979382	True	True	0.764449755472032
lose	2335979382	False	False	0.220731770343281
win	2336707902	True	False	0.498681621090895
lose	2336707902	False	True	0.584370808576453
win	2336805126	True	True	0.784560559376449
lose	2336805126	False	False	0.197334006343434
win	2336867707	True	True	0.719071472531361
win	2336872921	True	False	0.345445516271767
lose	2336872921	False	True	0.644246814214685
win	2336889217	True	True	0.615108187053076
lose	2336889217	False	False	0.395201087143344
win	2336958971	True	True	0.784560559376449
lose	2336958971	False	False	0.197334006343434
win	2336954835	True	True	0.784560559376449
win	2336959660	True	True	0.648486963185275
lose	2336959660	False	False	0.417540206540992
win	2337048166	True	True	0.584370808576453
lose	2337048166	False	False	0.415943185519759
win	2337053975	True	False	0.498681621090895
lose	2337053975	False	False	0.498681621090895
win	2337052777	True	False	0.415943185519759
lose	2337052777	False	True	0.584370808576453
lose	2337114343	False	False	0.296360946245363
win	2337131460	True	False	0.197334006343434
win	2337157908	True	False	0.489478987678574
lose	2337157908	False	False	0.484607832961844
win	2337167320	True	True	0.584370808576453
lose	2337167320	False	False	0.415943185519759
lose	2337222709	False	False	0.422662165455692
win	2337304127	True	True	0.624980571612906
lose	2337304127	False	False	0.497085008396586
win	2337306581	True	False	0.326765899281772
lose	2337306581	False	True	0.648454364063553
lose	2337347932	False	True	0.784560559376449
win	2337412707	True	False	0.496495153730154
lose	2337412707	False	False	0.472278236313797
win	2337474794	True	False	0.427244094609887
lose	2337474794	False	True	0.564554838087502
lose	2337545902	False	True	0.69740579953707
lose	2337627115	False	False	0.415943185519759
win	2337571619	True	True	0.561356413533933
lose	2337571619	False	False	0.422338974838054
win	2337667985	True	True	0.739605101967441
lose	2337667985	False	False	0.254879536420175
lose	2337723585	False	False	0.345445516271767
win	2337733265	True	True	0.648454364063553
lose	2337733265	False	False	0.326765899281772
win	2337848719	True	False	0.255619015407981
win	2338218681	True	False	0.427244094609887
lose	2338218681	False	True	0.564554838087502
win	2338335953	True	False	0.448108018480813
lose	2338335953	False	True	0.559667538400574
win	2338332241	True	False	0.428852011822276
lose	2338332241	False	True	0.540933119516087
win	2338435683	True	True	0.584414796192095
lose	2338435683	False	False	0.402373884891186
win	2338747629	True	True	0.69740579953707
lose	2338747629	False	False	0.307913986567908
win	2338777465	True	True	0.698789983866605
win	2338851168	True	True	0.589083606302133
lose	2338851168	False	False	0.421445134488872
win	2338924083	True	False	0.417757604620863
lose	2338924083	False	True	0.652498533771322
win	2338999834	True	True	0.535644155809824
lose	2338999834	False	False	0.469956827249922
win	2339000345	True	True	0.644246814214685
win	2339022583	True	True	0.624253339817876
win	2339062200	True	True	0.648454364063553
lose	2339062200	False	False	0.326765899281772
win	2339060932	True	False	0.243037426060867
lose	2339060932	False	True	0.751168715316882
win	2339112979	True	True	0.681101707616571
lose	2339112979	False	False	0.309614469130163
win	2339170867	True	True	0.61986118172521
lose	2339170867	False	False	0.383264780317649
win	2339205484	True	True	0.643869148672769
lose	2339205484	False	False	0.350157029392291
win	2339302270	True	True	0.525327164716134
lose	2339356858	False	True	0.579937287996193
win	2339383715	True	True	0.538618678702388
lose	2339383715	False	False	0.467620889169107
win	2339452396	True	False	0.397574328244224
lose	2339452396	False	True	0.591438612360449
win	2339478892	True	True	0.736551317841672
lose	2339478892	False	False	0.269268842537507
lose	2339501046	False	False	0.488982086329372
win	2339530722	True	True	0.85433641361158
lose	2339530722	False	False	0.133271363424924
win	2339573779	True	True	0.698789983866605
lose	2339573779	False	False	0.287930029713762
win	2339544836	True	False	0.427244094609887
win	2339614293	True	True	0.644246814214685
lose	2339598654	False	True	0.648454364063553
lose	2339698129	False	False	0.485559344413015
lose	2339692096	False	False	0.466324308985784
win	2339945518	True	False	0.331639511215972
lose	2339945518	False	True	0.660328810027718
