LMG35	WINRATE	NMATCHES	event	PWINRATE	WML20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500B	LMG35V2	LMAVGV2	COUNTERS3	WINRATE3	WMG35	WMAVG	DPC	HHHWR_SUM	HHHWR_AVG
0.0865	-2	-585	lose	50	-0.0699	92286056	-9	16	4253776773	-3	-4	12	-2	2	2	-93	-0.0436	-5	13	195	-90	7	3.5
0.1555	14	370	win	43	-0.1313	-56761242	14	18	4253802275	20	-2	13	3	-5	18	257	-0.3923	19	13	292	0	32	16.0
-0.1555	-14	-370	lose	57	0.1313	56761242	-14	-18	4253802275	-20	2	-13	-3	5	-18	-257	0.3923	-19	-13	-292	0	-32	-16.0
0.2698	-14	-4	win	33	-0.0286	80338	-14	-13	4253814051	-14	5	-22	0	3	26	171	0.2167	-14	18	232	90	-27	-13.5
-0.2698	14	4	lose	67	0.0286	-80338	14	13	4253814051	14	-5	22	0	-3	-26	-171	-0.2167	14	-18	-232	-90	27	13.5
0.1282	-5	-585	win	33	-0.0697	92286056	9	14	4253844376	-6	-3	9	-2	2	6	-94	0.1516	-8	13	195	-90	23	11.5
-0.1282	5	585	lose	67	0.0697	-92286056	-9	-14	4253844376	6	3	-9	2	-2	-6	94	-0.1516	8	-13	-195	90	-23	-11.5
-0.2374	12	4	win	50	0.0286	-80338	16	12	4253876677	12	-5	22	0	-3	-23	-158	-0.0341	12	-19	-223	-90	28	14.0
0.2374	-12	-4	lose	50	-0.0286	80338	-16	-12	4253876677	-12	5	-22	0	3	23	158	0.0341	-12	19	223	90	-28	-14.0
0.1265	-3	-585	win	50	-0.0697	92286056	4	-13	4253923383	-4	-3	6	-2	2	6	-95	-0.0495	-6	17	224	-90	-9	-4.5
-0.1265	3	585	lose	50	0.0697	-92286056	-4	13	4253923383	4	3	-6	2	-2	-6	95	0.0495	6	-17	-224	90	9	4.5
0.22	-8	545	win	50	0.0171	-86502996	-18	-14	4254188637	-8	2	-5	0	-1	23	233	0.0976	-6	-7	-183	90	-32	-16.0
-0.22	8	-545	lose	50	-0.0171	86502996	18	14	4254188637	8	-2	5	0	1	-23	-233	-0.0976	6	7	183	-90	32	16.0
-0.0781	-9	-181	win	50	0.0093	36561359	-6	-3	4254189863	-12	-3	11	-7	3	-12	90	-0.0383	-11	4	-68	0	-9	-4.5
0.0781	9	181	lose	50	-0.0093	-36561359	6	3	4254189863	12	3	-11	7	-3	12	-90	0.0383	11	-4	68	0	9	4.5
-0.1093	4	488	win	50	0.0181	-89306326	-1	17	4254301154	12	0	0	-2	-6	-9	-103	0.2649	23	-5	-39	-1140	16	8.0
0.1093	-4	-488	lose	50	-0.0181	89306326	1	-17	4254301154	-12	0	0	2	6	9	103	-0.2649	-23	5	39	1140	-16	-8.0
-0.2338	7	-545	win	40	-0.0169	86502996	20	11	4254290508	6	-2	4	0	1	-24	-235	0.0258	5	7	183	-90	31	15.5
0.2338	-7	545	lose	60	0.0169	-86502996	-20	-11	4254290508	-6	2	-4	0	-1	24	235	-0.0258	-5	-7	-183	90	-31	-15.5
-0.0846	-5	-181	win	67	-0.0046	36561359	-26	-6	4254326561	-9	-3	7	-6	3	-13	80	-0.3407	-7	10	29	0	-32	-16.0
0.0846	5	181	lose	33	0.0046	-36561359	26	6	4254326561	9	3	-7	6	-3	13	-80	0.3407	7	-10	-29	0	32	16.0
-0.1191	5	488	win	67	0.018	-89306326	14	21	4254428768	13	0	0	-2	-6	-10	-114	-0.0645	27	-5	-37	-1140	35	17.5
0.1191	-5	-488	lose	33	-0.018	89306326	-14	-21	4254428768	-13	0	0	2	6	10	114	0.0645	-27	5	37	1140	-35	-17.5
-0.2562	2	-43	win	50	-0.0938	328948	-18	7	4254454904	2	-1	-1	0	-1	-27	-209	0.2108	2	-30	-510	-75	-11	-5.5
0.2562	-2	43	lose	50	0.0938	-328948	18	-7	4254454904	-2	1	1	0	1	27	209	-0.2108	-2	30	510	75	11	5.5
0.2355	-7	545	win	50	0.0182	-86502996	-31	-24	4254424837	-7	1	-3	0	-1	25	239	-0.8439	-5	-8	-207	90	-55	-27.5
-0.2355	7	-545	lose	50	-0.0182	86502996	31	24	4254424837	7	-1	3	0	1	-25	-239	0.8439	5	8	207	-90	55	27.5
0.1013	5	-352	win	40	0.0707	88930643	5	9	4254520614	0	-2	2	3	0	10	112	0.495	-6	-18	-257	-30	14	7.0
-0.1013	-5	352	lose	60	-0.0707	-88930643	-5	-9	4254520614	0	2	-2	-3	0	-10	-112	-0.495	6	18	257	30	-14	-7.0
0.2364	-5	43	win	33	0.0938	-328948	-51	-8	4254541006	-5	1	-1	0	1	25	191	0.12	-5	31	527	75	-59	-29.5
-0.2364	5	-43	lose	67	-0.0938	328948	51	8	4254541006	5	-1	1	0	-1	-25	-191	-0.12	5	-31	-527	-75	59	29.5
-0.1033	-5	352	win	50	-0.0699	-88930643	7	-5	4254594822	0	2	-2	-3	0	-10	-114	-0.0511	3	18	261	30	2	1.0
0.1033	5	-352	lose	50	0.0699	88930643	-7	5	4254594822	0	-2	2	3	0	10	114	0.0511	-3	-18	-261	-30	-2	-1.0
0.1818	-2	43	win	50	0.0909	-328948	-25	5	4254629729	-2	1	2	1	1	20	179	0.1072	-2	33	521	75	-20	-10.0
-0.1818	2	-43	lose	50	-0.0909	328948	25	-5	4254629729	2	-1	-2	-1	-1	-20	-179	-0.1072	2	-33	-521	-75	20	10.0
-0.1066	-5	352	win	57	-0.07	-88930643	-5	-2	4254692055	0	2	-2	-3	0	-10	-116	-0.5409	5	18	262	30	-7	-3.5
0.1066	5	-352	lose	43	0.07	88930643	5	2	4254692055	0	-2	2	3	0	10	116	0.5409	-5	-18	-262	-30	7	3.5
0.2078	-7	50	win	71	-0.0118	-4510362	-15	0	4254720514	-7	4	-11	2	-1	24	95	-0.1114	-7	3	437	75	-15	-7.5
-0.2078	7	-50	lose	29	0.0118	4510362	15	0	4254720514	7	-4	11	-2	1	-24	-95	0.1114	7	-3	-437	-75	15	7.5
0.2614	-4	50	win	75	-0.0143	-4510362	2	18	4254783812	-4	4	-13	2	-1	28	156	0.038	-4	1	415	75	20	10.0
-0.2614	4	-50	lose	25	0.0143	4510362	-2	-18	4254783812	4	-4	13	-2	1	-28	-156	-0.038	4	-1	-415	-75	-20	-10.0
0.1266	8	-502	win	57	0.003	118881047	17	13	4254789175	8	-1	3	3	4	11	91	0.0357	-3	-3	-94	1320	30	15.0
-0.1266	-8	502	lose	43	-0.003	-118881047	-17	-13	4254789175	-8	1	-3	-3	-4	-11	-91	-0.0357	3	3	94	-1320	-30	-15.0
-0.05	19	-23	win	33	0.011	4752391	19	27	4254810286	19	-4	6	7	0	-10	149	-0.0361	16	-8	-257	0	46	23.0
0.05	-19	23	lose	67	-0.011	-4752391	-19	-27	4254810286	-19	4	-6	-7	0	10	-149	0.0361	-16	8	257	0	-46	-23.0
0.1286	9	-502	win	62	0.0024	118881047	15	24	4254841610	10	-1	4	3	4	11	93	-0.2713	0	-4	-107	1320	39	19.5
-0.1286	-9	502	lose	38	-0.0024	-118881047	-15	-24	4254841610	-10	1	-4	-3	-4	-11	-93	0.2713	0	4	107	-1320	-39	-19.5
-0.0762	21	-23	win	50	0.0	4752391	25	38	4254870510	21	-4	7	7	0	-12	146	0.1088	19	-3	-222	0	63	31.5
0.0762	-21	23	lose	50	0.0	-4752391	-25	-38	4254870510	-21	4	-7	-7	0	12	-146	-0.1088	-19	3	222	0	-63	-31.5
-0.1542	-3	-564	win	29	-0.0248	195152868	-8	-9	4255153391	-4	4	-17	4	-2	-17	80	0.1093	-3	2	-23	-45	-17	-8.5
0.1542	3	564	lose	71	0.0248	-195152868	8	9	4255153391	4	-4	17	-4	2	17	-80	-0.1093	3	-2	23	45	17	8.5
0.1523	1	564	win	62	0.028	-195152868	-7	0	4255198651	2	-3	16	-3	2	17	-81	-0.298	1	1	27	45	-7	-3.5
-0.1523	-1	-564	lose	38	-0.028	195152868	7	0	4255198651	-2	3	-16	3	-2	-17	81	0.298	-1	-1	-27	-45	7	3.5
-0.1155	-3	-564	win	33	-0.0278	195152868	7	-10	4255251720	-4	3	-14	3	-2	-14	79	-0.0563	-3	-1	-27	-45	-3	-1.5
0.1155	3	564	lose	67	0.0278	-195152868	-7	10	4255251720	4	-3	14	-3	2	14	-79	0.0563	3	1	27	45	3	1.5
-0.0286	-11	-599	win	75	-0.0574	195316210	1	0	4255510462	-19	5	-24	0	1	-5	-88	0.0277	-20	29	490	90	1	0.5
0.0286	11	599	lose	25	0.0574	-195316210	-1	0	4255510462	19	-5	24	0	-1	5	88	-0.0277	20	-29	-490	-90	-1	-0.5
0.03	10	599	win	20	0.0574	-195316210	12	31	4255590695	18	-5	22	-1	-1	5	88	-0.0975	18	-30	-479	-90	43	21.5
-0.03	-10	-599	lose	80	-0.0574	195316210	-12	-31	4255590695	-18	5	-22	1	1	-5	-88	0.0975	-18	30	479	90	-43	-21.5
0.0153	11	599	win	33	0.0573	-195316210	-6	20	4255688273	19	-5	23	-1	-1	3	75	-0.4287	20	-30	-478	-90	14	7.0
-0.0153	-11	-599	lose	67	-0.0573	195316210	6	-20	4255688273	-19	5	-23	1	1	-3	-75	0.4287	-20	30	478	90	-14	-7.0
-0.0195	-11	-174	win	75	-0.1157	32379945	16	1	4255782129	-14	0	-5	-5	1	-5	16	0.0229	-12	-17	-25	0	17	8.5
0.0195	11	174	lose	25	0.1157	-32379945	-16	-1	4255782129	14	0	5	5	-1	5	-16	-0.0229	12	17	25	0	-17	-8.5
0.2681	-3	593	win	50	0.0059	-195235872	3	-5	4255806295	5	-1	4	0	2	28	180	0.0499	6	-10	-246	0	-2	-1.0
-0.2681	3	-593	lose	50	-0.0059	195235872	-3	5	4255806295	-5	1	-4	0	-2	-28	-180	-0.0499	-6	10	246	0	2	1.0
-0.0128	-9	-174	win	80	-0.0388	32379945	-10	10	4255849479	-12	-1	-3	-5	1	-4	31	-0.1577	-10	-19	-96	0	0	0.0
0.0128	9	174	lose	20	0.0388	-32379945	10	-10	4255849479	12	1	3	5	-1	4	-31	0.1577	10	19	96	0	0	0.0
-0.1606	8	-143	win	50	-0.1047	197159108	-12	10	4255872168	6	4	-18	0	0	-30	-276	0.3167	0	-2	25	0	-2	-1.0
0.1606	-8	143	lose	50	0.1047	-197159108	12	-10	4255872168	-6	-4	18	0	0	30	276	-0.3167	0	2	-25	0	2	1.0
0.1667	2	7	win	25	-0.0286	-4181414	31	-10	4255932786	2	2	-16	2	-2	16	25	-0.5798	2	-35	-199	0	21	10.5
-0.1667	-2	-7	lose	75	0.0286	4181414	-31	10	4255932786	-2	-2	16	-2	2	-16	-25	0.5798	-2	35	199	0	-21	-10.5
0.2815	-2	593	win	55	0.0057	-195235872	-19	-16	4255892398	7	-1	3	0	2	29	207	0.1593	7	-10	-248	0	-35	-17.5
-0.2815	2	-593	lose	45	-0.0057	195235872	19	16	4255892398	-7	1	-3	0	-2	-29	-207	-0.1593	-7	10	248	0	35	17.5
0.0027	4	55	win	84	-0.0363	4345271	-17	0	4255923211	6	2	-2	3	2	1	47	0.1877	12	12	157	0	-17	-8.5
-0.0027	-4	-55	lose	16	0.0363	-4345271	17	0	4255923211	-6	-2	2	-3	-2	-1	-47	-0.1877	-12	-12	-157	0	17	8.5
0.2	5	7	win	40	-0.0333	-4181414	20	10	4256022159	5	1	-11	3	-2	19	78	-0.1453	5	-36	-216	0	30	15.0
-0.2	-5	-7	lose	60	0.0333	4181414	-20	-10	4256022159	-5	-1	11	-3	2	-19	-78	0.1453	-5	36	216	0	-30	-15.0
0.1364	-5	41	win	60	0.0208	-328948	-20	8	4256137345	-5	3	-3	1	1	16	157	-0.1383	-5	31	593	75	-12	-6.0
-0.1364	5	-41	lose	40	-0.0208	328948	20	-8	4256137345	5	-3	3	-1	-1	-16	-157	0.1383	5	-31	-593	-75	12	6.0
0.0979	-2	41	win	67	0.0186	-328948	-27	-15	4256230728	-2	3	-2	1	1	12	151	0.0934	-2	32	588	75	-42	-21.0
-0.0979	2	-41	lose	33	-0.0186	328948	27	15	4256230728	2	-3	2	-1	-1	-12	-151	-0.0934	2	-32	-588	-75	42	21.0
0.1938	6	165	win	50	-0.2527	-2054351	-1	10	4256368398	13	6	-4	6	6	21	155	0.254	11	15	223	0	9	4.5
-0.1938	-6	-165	lose	50	0.2527	2054351	1	-10	4256368398	-13	-6	4	-6	-6	-21	-155	-0.254	-11	-15	-223	0	-9	-4.5
-0.0174	10	373	win	50	-0.0896	-78684363	4	3	4256392973	2	-2	4	-3	-2	0	-119	0.0428	0	9	33	70	7	3.5
0.0174	-10	-373	lose	50	0.0896	78684363	-4	-3	4256392973	-2	2	-4	3	2	0	119	-0.0428	0	-9	-33	-70	-7	-3.5
0.0043	11	373	win	67	-0.0898	-78684363	9	29	4256452859	4	-2	5	-3	-2	2	-107	-0.5449	1	9	33	70	38	19.0
-0.0043	-11	-373	lose	33	0.0898	78684363	-9	-29	4256452859	-4	2	-5	3	2	-2	107	0.5449	-1	-9	-33	-70	-38	-19.0
0.054	-8	396	win	50	-0.0805	-83436754	2	-26	4256499675	-14	0	6	-7	-2	10	-103	0.1273	-15	8	207	70	-24	-12.0
-0.054	8	-396	lose	50	0.0805	83436754	-2	26	4256499675	14	0	-6	7	2	-10	103	-0.1273	15	-8	-207	-70	24	12.0
0.1076	-5	396	win	67	-0.0767	-83436754	-21	10	4256535573	-10	0	9	-6	-2	15	19	0.0079	-11	8	204	70	-11	-5.5
-0.1076	5	-396	lose	33	0.0767	83436754	21	-10	4256535573	10	0	-9	6	2	-15	-19	-0.0079	11	-8	-204	-70	11	5.5
0.0153	-5	-65	win	50	-0.0089	6287515	-1	6	4257098526	-5	0	-5	-2	5	1	97	0.0666	-11	-2	37	0	5	2.5
-0.0153	5	65	lose	50	0.0089	-6287515	1	-6	4257098526	5	0	5	2	-5	-1	-97	-0.0666	11	2	-37	0	-5	-2.5
-0.0254	3	65	win	40	0.0109	-6287515	-7	4	4257158341	3	0	5	2	-5	-2	-113	-0.5224	9	3	-26	0	-3	-1.5
0.0254	-3	-65	lose	60	-0.0109	6287515	7	-4	4257158341	-3	0	-5	-2	5	2	113	0.5224	-9	-3	26	0	3	1.5
-0.0105	5	65	win	50	0.0097	-6287515	24	-12	4257237760	4	0	6	2	-5	-1	-100	0.4174	10	3	-27	0	12	6.0
0.0105	-5	-65	lose	50	-0.0097	6287515	-24	12	4257237760	-4	0	-6	-2	5	1	100	-0.4174	-10	-3	27	0	-12	-6.0
-0.1255	-3	-29	win	60	0.0242	-46396694	-5	-1	4257683870	-2	4	-2	-3	1	-12	0	0.232	-4	13	125	0	-6	-3.0
0.1255	3	29	lose	40	-0.0242	46396694	5	1	4257683870	2	-4	2	3	-1	12	0	-0.232	4	-13	-125	0	6	3.0
-0.1115	-3	-29	win	67	0.0217	-46396694	10	-6	4257761316	-1	4	-1	-3	1	-11	18	-0.1545	-2	12	118	0	4	2.0
0.1115	3	29	lose	33	-0.0217	46396694	-10	6	4257761316	1	-4	1	3	-1	11	-18	0.1545	2	-12	-118	0	-4	-2.0
-0.0356	-18	138	win	83	0.0368	-173980437	-16	-2	4258146103	-6	1	-5	-7	-1	-3	17	0.3115	-6	-9	14	0	-18	-9.0
0.0356	18	-138	lose	17	-0.0368	173980437	16	2	4258146103	6	-1	5	7	1	3	-17	-0.3115	6	9	-14	0	18	9.0
-0.1518	-5	38	win	50	0.0076	-163788170	0	7	4258325676	10	-2	7	-5	8	-15	-143	0.0811	18	7	70	0	7	3.5
0.1518	5	-38	lose	50	-0.0076	163788170	0	-7	4258325676	-10	2	-7	5	-8	15	143	-0.0811	-18	-7	-70	0	-7	-3.5
-0.0763	-19	118	win	50	-0.0581	-131613974	-8	13	4258423365	-8	-1	4	-8	1	-7	-250	0.2226	-5	11	190	0	5	2.5
0.0763	19	-118	lose	50	0.0581	131613974	8	-13	4258423365	8	1	-4	8	-1	7	250	-0.2226	5	-11	-190	0	-5	-2.5
-0.0121	-22	-39	win	50	0.0244	-990097	-11	-16	4258493576	-20	4	-21	-3	6	-1	75	-0.2935	-25	-6	-125	0	-27	-13.5
0.0121	22	39	lose	50	-0.0244	990097	11	16	4258493576	20	-4	21	3	-6	1	-75	0.2935	25	6	125	0	27	13.5
-0.1076	13	-103	win	75	-0.038	10192267	12	29	4258519950	14	-3	11	2	9	-11	-154	-0.0852	22	16	72	0	41	20.5
0.1076	-13	103	lose	25	0.038	-10192267	-12	-29	4258519950	-14	3	-11	-2	-9	11	154	0.0852	-22	-16	-72	0	-41	-20.5
0.1232	4	481	win	50	-0.0244	-184875052	-11	-8	4258697655	2	1	2	-2	-5	14	174	-0.1799	-11	-15	-102	3004	-19	-9.5
-0.1232	-4	-481	lose	50	0.0244	184875052	11	8	4258697655	-2	-1	-2	2	5	-14	-174	0.1799	11	15	102	-3004	19	9.5
0.1471	5	481	win	67	-0.0245	-184875052	8	-5	4258790488	3	0	3	-2	-5	17	198	-0.0175	-8	-16	-103	3004	3	1.5
-0.1471	-5	-481	lose	33	0.0245	184875052	-8	5	4258790488	-3	0	-3	2	5	-17	-198	0.0175	8	16	103	-3004	-3	-1.5
0.1738	3	720	win	50	-0.0339	-195375137	-5	16	4258902409	1	-1	8	-2	7	19	226	-0.3438	1	-12	-51	3197	11	5.5
-0.1738	-3	-720	lose	50	0.0339	195375137	5	-16	4258902409	-1	1	-8	2	-7	-19	-226	0.3438	-1	12	51	-3197	-11	-5.5
0.1937	4	720	win	67	-0.0339	-195375137	11	-3	4259020182	2	-1	9	-2	7	21	247	-0.0192	2	-12	-52	3197	8	4.0
-0.1937	-4	-720	lose	33	0.0339	195375137	-11	3	4259020182	-2	1	-9	2	-7	-21	-247	0.0192	-2	12	52	-3197	-8	-4.0
-0.005	3	-241	win	53	0.0122	10500085	-2	-2	4259132764	3	1	-4	0	-12	-1	17	0.148	-6	-3	-52	-193	-4	-2.0
0.005	-3	241	lose	47	-0.0122	-10500085	2	2	4259132764	-3	-1	4	0	12	1	-17	-0.148	6	3	52	193	4	2.0
-0.0028	3	-241	win	54	0.0121	10500085	1	4	4259252268	5	1	-4	0	-12	0	19	0.2078	-3	-3	-52	-193	5	2.5
0.0028	-3	241	lose	46	-0.0121	-10500085	-1	-4	4259252268	-5	-1	4	0	12	0	-19	-0.2078	3	3	52	193	-5	-2.5
0.1309	8	-3	win	50	0.0603	174200008	8	5	4259476559	11	1	-8	7	-9	13	108	-0.0925	5	-12	-250	0	13	6.5
-0.1309	-8	3	lose	50	-0.0603	-174200008	-8	-5	4259476559	-11	-1	8	-7	9	-13	-108	0.0925	-5	12	250	0	-13	-6.5
-0.1246	-9	3	win	33	-0.0586	-174200008	1	4	4259575285	-15	-1	7	-7	9	-12	-108	0.1705	-9	11	246	0	5	2.5
0.1246	9	-3	lose	67	0.0586	174200008	-1	-4	4259575285	15	1	-7	7	-9	12	108	-0.1705	9	-11	-246	0	-5	-2.5
0.1302	8	-3	win	50	0.0598	174200008	-7	17	4259657285	11	1	-7	7	-9	13	105	0.0502	6	-12	-246	0	10	5.0
-0.1302	-8	3	lose	50	-0.0598	-174200008	7	-17	4259657285	-11	-1	7	-7	9	-13	-105	-0.0502	-6	12	246	0	-10	-5.0
-0.2183	-24	-312	win	50	0.0196	-106103572	-6	-21	4259898754	-19	1	-7	-5	7	-22	-336	0.265	-34	1	-4	-210	-27	-13.5
0.2183	24	312	lose	50	-0.0196	106103572	6	21	4259898754	19	-1	7	5	-7	22	336	-0.265	34	-1	4	210	27	13.5
0.0672	-36	41	win	50	-0.0412	31184099	-15	-39	4260153061	-38	5	-23	-6	-1	8	-25	0.061	-44	-3	-8	0	-54	-27.0
-0.0672	36	-41	lose	50	0.0412	-31184099	15	39	4260153061	38	-5	23	6	1	-8	25	-0.061	44	3	8	0	54	27.0
-0.1316	3	546	win	50	-0.1276	-100205150	8	-20	4260159549	0	-4	5	-3	-5	-10	2	0.1072	2	8	236	1065	-12	-6.0
0.1316	-3	-546	lose	50	0.1276	100205150	-8	20	4260159549	0	4	-5	3	5	10	-2	-0.1072	-2	-8	-236	-1065	12	6.0
0.0712	-2	27	win	33	0.0392	-19855513	9	-11	4260159516	0	3	-14	1	2	8	95	0.0545	0	-15	-189	0	-2	-1.0
-0.0712	2	-27	lose	67	-0.0392	19855513	-9	11	4260159516	0	-3	14	-1	-2	-8	-95	-0.0545	0	15	189	0	2	1.0
0.0379	1	24	win	50	0.1008	-42366463	-14	24	4260267540	5	2	-8	1	-2	4	268	-0.1507	5	-19	-192	0	10	5.0
-0.0379	-1	-24	lose	50	-0.1008	42366463	14	-24	4260267540	-5	-2	8	-1	2	-4	-268	0.1507	-5	19	192	0	-10	-5.0
-0.0594	1	-27	win	57	-0.0385	19855513	-2	-8	4260258343	-1	-3	14	-1	-2	-6	-72	0.3765	-1	14	172	0	-10	-5.0
0.0594	-1	27	lose	43	0.0385	-19855513	2	8	4260258343	1	3	-14	1	2	6	72	-0.3765	1	-14	-172	0	10	5.0
0.1017	-3	-546	win	33	0.1276	100205150	-10	-3	4260253632	-1	4	-6	3	5	8	-21	0.5156	-5	-8	-235	-1065	-13	-6.5
-0.1017	3	546	lose	67	-0.1276	-100205150	10	3	4260253632	1	-4	6	-3	-5	-8	21	-0.5156	5	8	235	1065	13	6.5
0.1004	-3	-546	win	50	0.1234	100205150	-11	-7	4260344908	1	4	-5	3	5	8	-21	-0.2282	-3	-7	-223	-1065	-18	-9.0
-0.1004	3	546	lose	50	-0.1234	-100205150	11	7	4260344908	-1	-4	5	-3	-5	-8	21	0.2282	3	7	223	1065	18	9.0
0.0642	20	349	win	50	-0.0121	-57684598	6	17	4260363573	29	-4	13	0	1	7	194	-0.2067	42	8	84	210	23	11.5
-0.0642	-20	-349	lose	50	0.0121	57684598	-6	-17	4260363573	-29	4	-13	0	-1	-7	-194	0.2067	-42	-8	-84	-210	-23	-11.5
0.0571	7	-14	win	33	-0.0278	-7193835	3	11	4260414408	0	-1	4	1	-4	5	-127	0.1534	-1	1	44	0	14	7.0
-0.0571	-7	14	lose	67	0.0278	7193835	-3	-11	4260414408	0	1	-4	-1	4	-5	127	-0.1534	1	-1	-44	0	-14	-7.0
-0.1326	-1	7	win	75	-0.1389	13407758	-18	-3	4260452236	-9	-3	2	0	1	-12	-40	-0.0089	-10	16	242	0	-21	-10.5
0.1326	1	-7	lose	25	0.1389	-13407758	18	3	4260452236	9	3	-2	0	-1	12	40	0.0089	10	-16	-242	0	21	10.5
-0.0462	-8	14	win	62	0.0293	7193835	-25	4	4260501770	-1	2	-5	-2	4	-4	122	0.0078	-3	-2	-44	0	-21	-10.5
0.0462	8	-14	lose	38	-0.0293	-7193835	25	-4	4260501770	1	-2	5	2	-4	4	-122	-0.0078	3	2	44	0	21	10.5
0.1293	5	429	win	50	-0.0867	-25510402	7	-12	4260507907	10	-2	10	-3	-6	13	77	0.5148	18	12	220	210	-5	-2.5
-0.1293	-5	-429	lose	50	0.0867	25510402	-7	12	4260507907	-10	2	-10	3	6	-13	-77	-0.5148	-18	-12	-220	-210	5	2.5
-0.1048	0	7	win	80	-0.1389	13407758	-13	-15	4260548971	-7	-3	3	0	1	-10	-18	-0.3628	-8	15	228	0	-28	-14.0
0.1048	0	-7	lose	20	0.1389	-13407758	13	15	4260548971	7	3	-3	0	-1	10	18	0.3628	8	-15	-228	0	28	14.0
0.0252	7	-14	win	36	-0.0275	-7193835	8	0	4260590322	0	-1	4	2	-4	2	-134	-0.0531	0	3	47	0	8	4.0
-0.0252	-7	14	lose	64	0.0275	7193835	-8	0	4260590322	0	1	-4	-2	4	-2	134	0.0531	0	-3	-47	0	-8	-4.0
0.0569	-4	186	win	57	0.0045	-71284648	-6	-13	4260781528	-7	1	-6	-1	12	6	64	0.1808	-11	-2	3	-5729	-19	-9.5
-0.0569	4	-186	lose	43	-0.0045	71284648	6	13	4260781528	7	-1	6	1	-12	-6	-64	-0.1808	11	2	-3	5729	19	9.5
0.0599	-4	186	win	58	0.0044	-71284648	-15	-2	4260951901	-5	1	-6	-1	12	6	67	0.0071	-9	-3	2	-5729	-17	-8.5
-0.0599	4	-186	lose	42	-0.0044	71284648	15	2	4260951901	5	-1	6	1	-12	-6	-67	-0.0071	9	3	-2	5729	17	8.5
0.2272	19	386	win	50	-0.0367	26830369	25	31	4261612751	-16	-2	10	5	-4	23	365	-0.0109	-11	-1	3	1050	56	28.0
-0.2272	-19	-386	lose	50	0.0367	-26830369	-25	-31	4261612751	16	2	-10	-5	4	-23	-365	0.0109	11	1	-3	-1050	-56	-28.0
0.1045	3	-558	win	50	-0.0828	196977176	14	12	4261621281	2	4	-15	5	-3	7	-50	0.2354	3	0	193	105	26	13.0
-0.1045	-3	558	lose	50	0.0828	-196977176	-14	-12	4261621281	-2	-4	15	-5	3	-7	50	-0.2354	-3	0	-193	-105	-26	-13.0
0.2232	19	386	win	67	-0.0367	26830369	13	31	4261669262	-14	-2	10	5	-4	22	363	-0.071	-9	-1	3	1050	44	22.0
-0.2232	-19	-386	lose	33	0.0367	-26830369	-13	-31	4261669262	14	2	-10	-5	4	-22	-363	0.071	9	1	-3	-1050	-44	-22.0
-0.1028	-4	558	win	43	0.0828	-196977176	-4	-23	4261674990	-4	-4	16	-5	3	-7	52	-0.383	-5	-2	-209	-105	-27	-13.5
0.1028	4	-558	lose	57	-0.0828	196977176	4	23	4261674990	4	4	-16	5	-3	7	-52	0.383	5	2	209	105	27	13.5
-0.1212	-3	558	win	50	0.0826	-196977176	-14	-3	4261724711	-2	-4	17	-5	3	-9	23	-0.1184	-3	-2	-207	-105	-17	-8.5
0.1212	3	-558	lose	50	-0.0826	196977176	14	3	4261724711	2	4	-17	5	-3	9	-23	0.1184	3	2	207	105	17	8.5
0.2138	24	312	win	33	-0.0192	106103572	28	35	4261746820	19	-1	7	5	-7	21	337	0.0857	29	0	7	210	63	31.5
-0.2138	-24	-312	lose	67	0.0192	-106103572	-28	-35	4261746820	-19	1	-7	-5	7	-21	-337	-0.0857	-29	0	-7	-210	-63	-31.5
-0.2164	-25	-312	win	50	0.0193	-106103572	-29	-27	4261800411	-21	1	-7	-5	7	-22	-341	-0.1007	-31	1	-4	-210	-56	-28.0
0.2164	25	312	lose	50	-0.0193	106103572	29	27	4261800411	21	-1	7	5	-7	22	341	0.1007	31	-1	4	210	56	28.0
-0.2134	-24	-312	win	60	0.0187	-106103572	-41	-25	4261930453	-19	1	-7	-4	7	-21	-336	0.3369	-24	0	-14	-210	-66	-33.0
0.2134	24	312	lose	40	-0.0187	106103572	41	25	4261930453	19	-1	7	4	-7	21	336	-0.3369	24	0	14	210	66	33.0
-0.2283	-19	-383	win	25	0.0356	-26830369	2	-19	4262021050	12	2	-10	-4	4	-23	-372	0.3212	7	0	-14	-1050	-17	-8.5
0.2283	19	383	lose	75	-0.0356	26830369	-2	19	4262021050	-12	-2	10	4	-4	23	372	-0.3212	-7	0	14	1050	17	8.5
-0.0839	4	544	win	40	-0.1194	-100205150	-2	-7	4262069560	1	-4	5	-3	-5	-6	13	-0.0607	5	8	230	1065	-9	-4.5
0.0839	-4	-544	lose	60	0.1194	100205150	2	7	4262069560	-1	4	-5	3	5	6	-13	0.0607	-5	-8	-230	-1065	9	4.5
-0.2259	-19	-383	win	40	0.035	-26830369	-16	-14	4262117893	14	2	-10	-4	4	-23	-371	0.0756	9	-1	-16	-1050	-30	-15.0
0.2259	19	383	lose	60	-0.035	26830369	16	14	4262117893	-14	-2	10	4	-4	23	371	-0.0756	-9	1	16	1050	30	15.0
0.0586	-5	-544	win	50	0.1195	100205150	17	-7	4262159028	-2	4	-5	3	5	4	-36	0.0295	-6	-8	-228	-1065	10	5.0
