LMG35	WINRATE	NMATCHES	event	PWINRATE	WML20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500B	LMG35V2	LMAVGV2	COUNTERS3	WINRATE3	WMG35	WMAVG	DPC	HHHWR_SUM	HHHWR_AVG
0.0522	-19	-137	lose	50	-0.0714	-98087	-4	3	3189558500	-23	6	-32	-1	-8	3	158	0.0642	-27	18	-50	0	-1	-0.5
-0.4375	0	23	win	33	-0.0302	1390469	10	18	3189566943	0	2	-2	1	-5	-37	-125	0.0947	0	-3	-127	0	28	14.0
0.4375	0	-23	lose	67	0.0302	-1390469	-10	-18	3189566943	0	-2	2	-1	5	37	125	-0.0947	0	3	127	0	-28	-14.0
0.0219	-21	-137	win	33	-0.0706	-98087	-34	-24	3189616858	-24	6	-33	-2	-8	0	127	0.2854	-29	18	-42	0	-58	-29.0
-0.0219	21	137	lose	67	0.0706	98087	34	24	3189616858	24	-6	33	2	8	0	-127	-0.2854	29	-18	42	0	58	29.0
0.1258	-6	25	win	60	-0.001	-122231915	-16	-15	3190155899	9	1	-6	-1	-1	13	196	0.007	6	3	-28	0	-31	-15.5
-0.1258	6	-25	lose	40	0.001	122231915	16	15	3190155899	-9	-1	6	1	1	-13	-196	-0.007	-6	-3	28	0	31	15.5
0.0468	23	-135	win	50	0.0112	57125394	19	24	3190190649	24	-2	6	3	9	3	43	0.2125	19	2	102	0	43	21.5
-0.0468	-23	135	lose	50	-0.0112	-57125394	-19	-24	3190190649	-24	2	-6	-3	-9	-3	-43	-0.2125	-19	-2	-102	0	-43	-21.5
0.1343	-6	25	win	67	-0.0013	-122231915	-5	-8	3190241106	10	1	-6	-1	-1	13	209	0.335	8	2	-33	0	-13	-6.5
-0.1343	6	-25	lose	33	0.0013	122231915	5	8	3190241106	-10	-1	6	1	1	-13	-209	-0.335	-8	-2	33	0	13	6.5
0.0502	23	-135	win	60	0.0103	57125394	26	9	3190258651	25	-2	7	3	9	4	48	-0.2832	20	2	92	0	35	17.5
-0.0502	-23	135	lose	40	-0.0103	-57125394	-26	-9	3190258651	-25	2	-7	-3	-9	-4	-48	0.2832	-20	-2	-92	0	-35	-17.5
0.002	-14	-109	win	50	-0.0378	22607865	-10	-15	3190377823	-5	3	-8	0	-3	0	-7	0.0063	5	16	196	0	-25	-12.5
-0.002	14	109	lose	50	0.0378	-22607865	10	15	3190377823	5	-3	8	0	3	0	7	-0.0063	-5	-16	-196	0	25	12.5
0.2704	28	93	win	50	-0.0115	-12639769	17	35	3190445112	15	-3	15	3	1	27	328	0.4481	9	-34	-419	0	52	26.0
-0.2704	-28	-93	lose	50	0.0115	12639769	-17	-35	3190445112	-15	3	-15	-3	-1	-27	-328	-0.4481	-9	34	419	0	-52	-26.0
0.2762	30	93	win	60	-0.0121	-12639769	38	22	3190510335	17	-3	16	3	1	27	337	-0.3368	11	-35	-424	0	60	30.0
-0.2762	-30	-93	lose	40	0.0121	12639769	-38	-22	3190510335	-17	3	-16	-3	-1	-27	-337	0.3368	-11	35	424	0	-60	-30.0
-0.0012	-14	-109	win	67	-0.038	22607865	0	-11	3190527737	-5	3	-8	0	-3	0	-18	0.2134	7	16	206	0	-11	-5.5
0.0012	14	109	lose	33	0.038	-22607865	0	11	3190527737	5	-3	8	0	3	0	18	-0.2134	-7	-16	-206	0	11	5.5
0.1277	8	-46	win	46	0.0219	-66034197	6	9	3190695983	16	0	0	0	-3	12	247	0.0441	4	-13	-230	0	15	7.5
-0.1277	-8	46	lose	54	-0.0219	66034197	-6	-9	3190695983	-16	0	0	0	3	-12	-247	-0.0441	-4	13	230	0	-15	-7.5
0.0872	15	-284	win	25	0.0922	25509930	18	19	3190693688	17	-5	5	4	-1	6	293	-0.0347	9	-32	-462	0	37	18.5
-0.0872	-15	284	lose	75	-0.0922	-25509930	-18	-19	3190693688	-17	5	-5	-4	1	-6	-293	0.0347	-9	32	462	0	-37	-18.5
0.1321	9	-46	win	50	0.0216	-66034197	23	9	3190848836	17	0	0	0	-3	13	251	-0.4961	6	-13	-232	0	32	16.0
-0.1321	-9	46	lose	50	-0.0216	66034197	-23	-9	3190848836	-17	0	0	0	3	-13	-251	0.4961	-6	13	232	0	-32	-16.0
0.0839	16	-284	win	40	0.0894	25509930	-7	8	3190851402	18	-4	4	4	-1	6	288	0.0765	12	-30	-438	0	1	0.5
-0.0839	-16	284	lose	60	-0.0894	-25509930	7	-8	3190851402	-18	4	-4	-4	1	-6	-288	-0.0765	-12	30	438	0	-1	-0.5
0.1276	13	34	win	52	-0.0393	69199901	1	10	3191145157	11	-6	17	1	0	13	350	0.1415	11	-13	-228	0	11	5.5
-0.1276	-13	-34	lose	48	0.0393	-69199901	-1	-10	3191145157	-11	6	-17	-1	0	-13	-350	-0.1415	-11	13	228	0	-11	-5.5
0.1231	13	34	win	54	-0.0396	69199901	11	1	3191299265	13	-6	17	1	0	12	347	-0.1599	13	-12	-225	0	12	6.0
-0.1231	-13	-34	lose	46	0.0396	-69199901	-11	-1	3191299265	-13	6	-17	-1	0	-12	-347	0.1599	-13	12	225	0	-12	-6.0
0.089	-22	-176	win	50	-0.0885	-101107932	1	-34	3191347996	-6	8	-35	-3	0	7	122	0.5726	-3	38	377	0	-33	-16.5
-0.089	22	176	lose	50	0.0885	101107932	-1	34	3191347996	6	-8	35	3	0	-7	-122	-0.5726	3	-38	-377	0	33	16.5
0.0843	-20	-176	win	67	-0.0885	-101107932	9	-23	3191473962	-3	8	-33	-3	0	6	124	-0.3093	0	39	348	0	-14	-7.0
-0.0843	20	176	lose	33	0.0885	101107932	-9	23	3191473962	3	-8	33	3	0	-6	-124	0.3093	0	-39	-348	0	14	7.0
0.0498	20	276	win	75	0.0694	1432833	4	22	3191602004	21	-7	32	2	9	7	57	-0.1667	21	-22	-162	0	26	13.0
-0.0498	-20	-276	lose	25	-0.0694	-1432833	-4	-22	3191602004	-21	7	-32	-2	-9	-7	-57	0.1667	-21	22	162	0	-26	-13.0
-0.034	-21	-276	win	20	-0.069	-1432833	-8	8	3191705838	-22	7	-33	-2	-9	-6	-57	0.1478	-22	22	161	0	0	0.0
0.034	21	276	lose	80	0.069	1432833	8	-8	3191705838	22	-7	33	2	9	6	57	-0.1478	22	-22	-161	0	0	0.0
0.1214	12	257	win	83	0.0388	-138692093	19	3	3191986528	15	-2	3	-2	2	13	159	0.4283	23	-8	-197	0	22	11.0
-0.1214	-12	-257	lose	17	-0.0388	138692093	-19	-3	3191986528	-15	2	-3	2	-2	-13	-159	-0.4283	-23	8	197	0	-22	-11.0
0.132	13	257	win	86	0.0386	-138692093	1	9	3192079643	16	-2	3	-2	2	14	165	-0.043	24	-8	-198	0	10	5.0
-0.132	-13	-257	lose	14	-0.0386	138692093	-1	-9	3192079643	-16	2	-3	2	-2	-14	-165	0.043	-24	8	198	0	-10	-5.0
-0.0194	0	-180	win	50	-0.0147	78805583	1	-14	3192225639	2	2	-2	1	-5	-2	10	0.3575	4	1	12	0	-13	-6.5
0.0194	0	180	lose	50	0.0147	-78805583	-1	14	3192225639	-2	-2	2	-1	5	2	-10	-0.3575	-4	-1	-12	0	13	6.5
0.1333	19	315	win	75	-0.0985	-134566642	5	38	3192300346	21	0	11	5	3	15	149	-0.3961	41	5	17	0	43	21.5
-0.1333	-19	-315	lose	25	0.0985	134566642	-5	-38	3192300346	-21	0	-11	-5	-3	-15	-149	0.3961	-41	-5	-17	0	-43	-21.5
-0.1531	-20	-315	win	20	0.0987	134566642	-32	-19	3192386261	-22	0	-12	-5	-3	-17	-170	0.0105	-42	-5	-15	0	-51	-25.5
0.1531	20	315	lose	80	-0.0987	-134566642	32	19	3192386261	22	0	12	5	3	17	170	-0.0105	42	5	15	0	51	25.5
0.0149	0	180	win	33	0.015	-78805583	-19	22	3192339358	-3	-2	2	-1	5	2	-12	0.0578	-5	-1	-10	0	3	1.5
-0.0149	0	-180	lose	67	-0.015	78805583	19	-22	3192339358	3	2	-2	1	-5	-2	12	-0.0578	5	1	10	0	-3	-1.5
0.0087	0	180	win	50	0.0148	-78805583	-9	1	3192520033	-2	-2	2	-1	5	1	-48	-0.051	-3	-1	0	0	-8	-4.0
-0.0087	0	-180	lose	50	-0.0148	78805583	9	-1	3192520033	2	2	-2	1	-5	-1	48	0.051	3	1	0	0	8	4.0
0.1252	38	7	win	75	-0.0285	-868837	45	41	3192602788	40	-5	25	5	8	11	226	-0.112	39	-24	-227	0	86	43.0
-0.1252	-38	-7	lose	25	0.0285	868837	-45	-41	3192602788	-40	5	-25	-5	-8	-11	-226	0.112	-39	24	227	0	-86	-43.0
0.1309	38	7	win	80	-0.0293	-868837	31	37	3192714138	41	-6	24	5	8	12	234	0.447	40	-24	-238	0	68	34.0
-0.1309	-38	-7	lose	20	0.0293	868837	-31	-37	3192714138	-41	6	-24	-5	-8	-12	-234	-0.447	-40	24	238	0	-68	-34.0
-0.0008	16	106	win	50	0.0065	-12455797	15	20	3192701000	18	-1	6	1	9	0	-80	0.0195	21	-7	-184	0	35	17.5
0.0008	-16	-106	lose	50	-0.0065	12455797	-15	-20	3192701000	-18	1	-6	-1	-9	0	80	-0.0195	-21	7	184	0	-35	-17.5
-0.0037	16	106	win	67	0.0063	-12455797	15	14	3192864490	19	-1	6	1	9	0	-84	0.1402	22	-7	-181	0	29	14.5
0.0037	-16	-106	lose	33	-0.0063	12455797	-15	-14	3192864490	-19	1	-6	-1	-9	0	84	-0.1402	-22	7	181	0	-29	-14.5
0.0087	14	110	win	25	0.0377	-22607865	22	17	3193061976	3	-3	8	0	3	1	26	0.0165	-6	-16	-194	0	39	19.5
-0.0087	-14	-110	lose	75	-0.0377	22607865	-22	-17	3193061976	-3	3	-8	0	-3	-1	-26	-0.0165	6	16	194	0	-39	-19.5
0.199	-3	-41	win	18	-0.0063	-1969172	8	2	3193230372	-5	-2	5	-1	2	20	365	-0.1216	-3	3	33	0	10	5.0
-0.199	3	41	lose	82	0.0063	1969172	-8	-2	3193230372	5	2	-5	1	-2	-20	-365	0.1216	3	-3	-33	0	-10	-5.0
0.0055	14	110	win	40	0.0374	-22607865	12	6	3193230004	3	-3	8	0	3	1	25	-0.1576	-5	-16	-193	0	18	9.0
-0.0055	-14	-110	lose	60	-0.0374	22607865	-12	-6	3193230004	-3	3	-8	0	-3	-1	-25	0.1576	5	16	193	0	-18	-9.0
0.2055	-2	-41	win	25	-0.0065	-1969172	-4	-10	3193386325	-4	-2	5	-1	2	20	369	-0.3155	-1	3	32	0	-14	-7.0
-0.2055	2	41	lose	75	0.0065	1969172	4	10	3193386325	4	2	-5	1	-2	-20	-369	0.3155	1	-3	-32	0	14	7.0
-0.0814	15	77	win	60	-0.0336	71169073	20	34	3193576156	17	-3	12	2	-2	-8	-20	-0.3196	15	-16	-264	0	54	27.0
0.0814	-15	-77	lose	40	0.0336	-71169073	-20	-34	3193576156	-17	3	-12	-2	2	8	20	0.3196	-15	16	264	0	-54	-27.0
-0.0858	16	77	win	62	-0.0338	71169073	12	32	3193719922	18	-3	12	2	-2	-8	-21	0.2791	16	-16	-263	0	44	22.0
0.0858	-16	-77	lose	38	0.0338	-71169073	-12	-32	3193719922	-18	3	-12	-2	2	8	21	-0.2791	-16	16	263	0	-44	-22.0
0.0786	-5	-37	win	50	-0.0179	-101009845	-8	7	3193859492	14	2	-1	-2	8	8	6	0.0458	21	18	338	0	-1	-0.5
-0.0786	5	37	lose	50	0.0179	101009845	8	-7	3193859492	-14	-2	1	2	-8	-8	-6	-0.0458	-21	-18	-338	0	1	0.5
0.0842	-5	-37	win	67	-0.0187	-101009845	-10	-5	3193951046	16	2	-1	-2	8	8	10	0.3038	22	17	332	0	-15	-7.5
-0.0842	5	37	lose	33	0.0187	101009845	10	5	3193951046	-16	-2	1	2	-8	-8	-10	-0.3038	-22	-17	-332	0	15	7.5
0.0389	-10	-8	win	75	-0.0086	-111456267	-8	-26	3194037413	1	0	-6	-2	0	4	87	0.1741	0	11	103	0	-34	-17.0
-0.0389	10	8	lose	25	0.0086	111456267	8	26	3194037413	-1	0	6	2	0	-4	-87	-0.1741	0	-11	-103	0	34	17.0
-0.0327	8	8	win	22	0.0092	111456267	11	28	3194117006	-2	0	6	2	0	-3	-75	0.1257	-3	-12	-112	0	39	19.5
0.0327	-8	-8	lose	78	-0.0092	-111456267	-11	-28	3194117006	2	0	-6	-2	0	3	75	-0.1257	3	12	112	0	-39	-19.5
0.0283	-10	-8	win	70	-0.0087	-111456267	-15	-2	3194167693	1	0	-6	-2	0	3	74	0.1211	0	12	111	0	-17	-8.5
-0.0283	10	8	lose	30	0.0087	111456267	15	2	3194167693	-1	0	6	2	0	-3	-74	-0.1211	0	-12	-111	0	17	8.5
-0.0759	3	129	win	71	-0.0038	-10693044	2	3	3194342552	-3	-2	5	0	9	-7	-162	-0.6653	4	9	115	0	5	2.5
0.0759	-3	-129	lose	29	0.0038	10693044	-2	-3	3194342552	3	2	-5	0	-9	7	162	0.6653	-4	-9	-115	0	-5	-2.5
0.0791	-4	-129	win	25	0.004	10693044	-14	-10	3194453869	2	2	-5	0	-9	8	173	0.1928	-5	-9	-120	0	-24	-12.0
-0.0791	4	129	lose	75	-0.004	-10693044	14	10	3194453869	-2	-2	5	0	9	-8	-173	-0.1928	5	9	120	0	24	12.0
0.0762	-4	-129	win	33	0.0037	10693044	0	-7	3194597378	3	2	-5	0	-9	7	160	0.8548	-4	-9	-107	0	-7	-3.5
-0.0762	4	129	lose	67	-0.0037	-10693044	0	7	3194597378	-3	-2	5	0	9	-7	-160	-0.8548	4	9	107	0	7	3.5
0.1978	6	-117	win	67	0.0543	39461874	-3	-10	3194651892	2	-1	0	3	-4	19	342	0.1047	0	1	-83	0	-13	-6.5
-0.1978	-6	117	lose	33	-0.0543	-39461874	3	10	3194651892	-2	1	0	-3	4	-19	-342	-0.1047	0	-1	83	0	13	6.5
-0.1935	-7	117	win	29	-0.0508	-39461874	3	4	3194831013	-4	1	1	-3	4	-18	-331	-0.1711	-1	-3	35	0	7	3.5
0.1935	7	-117	lose	71	0.0508	39461874	-3	-4	3194831013	4	-1	-1	3	-4	18	331	0.1711	1	3	-35	0	-7	-3.5
0.031	-5	-160	win	50	-0.0079	27280255	-9	-7	3194795477	4	3	-10	1	-7	3	147	-0.0523	4	-2	-8	0	-16	-8.0
-0.031	5	160	lose	50	0.0079	-27280255	9	7	3194795477	-4	-3	10	-1	7	-3	-147	0.0523	-4	2	8	0	16	8.0
-0.3373	3	-139	win	50	-0.0962	3045736	0	-2	3194874949	3	0	5	-1	2	-35	-387	0.3859	9	5	35	0	-2	-1.0
0.3373	-3	139	lose	50	0.0962	-3045736	0	2	3194874949	-3	0	-5	1	-2	35	387	-0.3859	-9	-5	-35	0	2	1.0
0.0278	-5	-160	win	67	-0.0083	27280255	5	-24	3194968232	5	3	-10	1	-7	3	141	-0.4832	5	-1	-1	0	-19	-9.5
-0.0278	5	160	lose	33	0.0083	-27280255	-5	24	3194968232	-5	-3	10	-1	7	-3	-141	0.4832	-5	1	1	0	19	9.5
0.1169	10	-38	win	62	0.054	28834303	-3	15	3195001206	14	1	5	4	6	11	117	0.304	22	-9	-27	0	12	6.0
-0.1169	-10	38	lose	38	-0.054	-28834303	3	-15	3195001206	-14	-1	-5	-4	-6	-11	-117	-0.304	-22	9	27	0	-12	-6.0
-0.3278	3	-139	win	67	-0.0962	3045736	2	0	3195006391	3	0	5	-1	2	-34	-382	0.3816	12	4	36	0	2	1.0
0.3278	-3	139	lose	33	0.0962	-3045736	-2	0	3195006391	-3	0	-5	1	-2	34	382	-0.3816	-12	-4	-36	0	-2	-1.0
0.1123	10	-38	win	67	0.0533	28834303	21	8	3195139703	15	0	5	4	6	11	114	-0.1465	24	-8	-22	0	29	14.5
-0.1123	-10	38	lose	33	-0.0533	-28834303	-21	-8	3195139703	-15	0	-5	-4	-6	-11	-114	0.1465	-24	8	22	0	-29	-14.5
0.1	1	3	win	75	-0.0079	-70706587	5	18	3195266432	8	1	2	-1	1	10	96	0.3118	7	3	-28	0	23	11.5
-0.1	-1	-3	lose	25	0.0079	70706587	-5	-18	3195266432	-8	-1	-2	1	-1	-10	-96	-0.3118	-7	-3	28	0	-23	-11.5
-0.1067	-1	-3	win	20	0.0082	70706587	-13	-8	3195383160	-10	0	-2	1	-1	-11	-106	-0.3193	-8	-3	33	0	-21	-10.5
0.1067	1	3	lose	80	-0.0082	-70706587	13	8	3195383160	10	0	2	-1	1	11	106	0.3193	8	3	-33	0	21	10.5
0.1099	1	3	win	67	-0.0079	-70706587	2	7	3195573037	9	1	2	-1	1	11	110	-0.4717	7	2	-37	0	9	4.5
-0.1099	-1	-3	lose	33	0.0079	70706587	-2	-7	3195573037	-9	-1	-2	1	-1	-11	-110	0.4717	-7	-2	37	0	-9	-4.5
-0.1165	-1	-3	win	29	0.0081	70706587	-1	-11	3195686768	-9	0	-2	1	-1	-12	-122	-0.03	-8	-2	43	0	-12	-6.0
0.1165	1	3	lose	71	-0.0081	-70706587	1	11	3195686768	9	0	2	-1	1	12	122	0.03	8	2	-43	0	12	6.0
0.1173	-28	-214	win	50	-0.0366	-71267160	-20	-30	3195651041	-32	8	-40	-2	-4	10	141	-0.0115	-35	25	199	0	-50	-25.0
-0.1173	28	214	lose	50	0.0366	71267160	20	30	3195651041	32	-8	40	2	4	-10	-141	0.0115	35	-25	-199	0	50	25.0
-0.1119	27	214	win	33	0.0366	71267160	24	4	3195812905	30	-8	40	2	4	-9	-135	0.1174	32	-27	-231	0	28	14.0
0.1119	-27	-214	lose	67	-0.0366	-71267160	-24	-4	3195812905	-30	8	-40	-2	-4	9	135	-0.1174	-32	27	231	0	-28	-14.0
0.1087	0	3	win	62	-0.0078	-70706587	3	7	3195817999	9	1	2	-1	1	11	113	0.716	7	2	-40	0	10	5.0
-0.1087	0	-3	lose	38	0.0078	70706587	-3	-7	3195817999	-9	-1	-2	1	-1	-11	-113	-0.716	-7	-2	40	0	-10	-5.0
0.1409	-9	60	win	42	0.0326	-69834327	-21	-19	3195956915	-11	2	-8	0	0	14	187	0.3319	-14	8	75	0	-40	-20.0
-0.1409	9	-60	lose	58	-0.0326	69834327	21	19	3195956915	11	-2	8	0	0	-14	-187	-0.3319	14	-8	-75	0	40	20.0
-0.1471	9	-60	win	56	-0.0379	69834327	8	11	3196027182	10	-2	8	0	0	-15	-205	0.0182	13	-8	-66	0	19	9.5
0.1471	-9	60	lose	44	0.0379	-69834327	-8	-11	3196027182	-10	2	-8	0	0	15	205	-0.0182	-13	8	66	0	-19	-9.5
0.1409	3	102	win	46	-0.0142	-99675099	12	3	3196177646	21	0	3	-1	6	14	184	0.0507	25	11	143	0	15	7.5
-0.1409	-3	-102	lose	54	0.0142	99675099	-12	-3	3196177646	-21	0	-3	1	-6	-14	-184	-0.0507	-25	-11	-143	0	-15	-7.5
0.1363	3	102	win	50	-0.0146	-99675099	11	11	3196255180	23	0	3	0	6	14	184	0.6234	26	11	143	0	22	11.0
-0.1363	-3	-102	lose	50	0.0146	99675099	-11	-11	3196255180	-23	0	-3	0	-6	-14	-184	-0.6234	-26	-11	-143	0	-22	-11.0
0.1667	18	20	win	75	0.2143	-2399367	9	-17	3196524903	18	-7	28	5	9	17	187	-0.5404	18	-6	-59	0	-8	-4.0
-0.1667	-18	-20	lose	25	-0.2143	2399367	-9	17	3196524903	-18	7	-28	-5	-9	-17	-187	0.5404	-18	6	59	0	8	4.0
0.2	22	20	win	80	0.197	-2399367	27	-7	3196574935	22	-7	26	5	9	19	220	-0.0493	22	-7	-69	0	20	10.0
-0.2	-22	-20	lose	20	-0.197	2399367	-27	7	3196574935	-22	7	-26	-5	-9	-19	-220	0.0493	-22	7	69	0	-20	-10.0
-0.045	-9	-53	win	36	0.0055	1303567	-9	-22	3196841226	-9	-2	5	-2	-5	-4	-118	0.0307	-10	-14	-265	0	-31	-15.5
0.045	9	53	lose	64	-0.0055	-1303567	9	22	3196841226	9	2	-5	2	5	4	118	-0.0307	10	14	265	0	31	15.5
-0.0981	-18	-38	win	25	0.0024	-3093200	-30	-26	3197099668	-9	-2	5	-2	-5	-10	-3	-0.2037	-5	18	308	0	-56	-28.0
0.0981	18	38	lose	75	-0.0024	3093200	30	26	3197099668	9	2	-5	2	5	10	3	0.2037	5	-18	-308	0	56	28.0
0.0069	-11	-23	win	75	-0.0267	-2509427	-25	-5	3197194313	-10	3	-13	1	2	0	-189	0.2174	-1	32	207	0	-30	-15.0
-0.0069	11	23	lose	25	0.0267	2509427	25	5	3197194313	10	-3	13	-1	-2	0	189	-0.2174	1	-32	-207	0	30	15.0
-0.0892	-17	-38	win	40	0.0014	-3093200	-23	-8	3197188162	-8	-2	5	-1	-5	-9	4	-0.0723	-4	17	299	0	-31	-15.5
0.0892	17	38	lose	60	-0.0014	3093200	23	8	3197188162	8	2	-5	1	5	9	-4	0.0723	4	-17	-299	0	31	15.5
0.0568	4	196	win	50	-0.133	-31377217	-18	-1	3198371067	1	0	3	0	0	7	-1	0.0051	-4	13	175	0	-19	-9.5
-0.0568	-4	-196	lose	50	0.133	31377217	18	1	3198371067	-1	0	-3	0	0	-7	1	-0.0051	4	-13	-175	0	19	9.5
0.0246	5	196	win	67	-0.1335	-31377217	24	16	3198418843	2	0	4	0	0	4	-15	0.2221	-1	13	178	0	40	20.0
-0.0246	-5	-196	lose	33	0.1335	31377217	-24	-16	3198418843	-2	0	-4	0	0	-4	15	-0.2221	1	-13	-178	0	-40	-20.0
-0.0083	-8	160	win	50	-0.0849	-39236080	3	-11	3198829512	4	2	4	0	2	1	-67	0.3274	6	-2	64	0	-8	-4.0
0.0083	8	-160	lose	50	0.0849	39236080	-3	11	3198829512	-4	-2	-4	0	-2	-1	67	-0.3274	-6	2	-64	0	8	4.0
-0.0319	-7	160	win	60	-0.0857	-39236080	-4	-15	3198922321	5	1	6	0	2	-2	-71	0.1111	8	-2	65	0	-19	-9.5
0.0319	7	-160	lose	40	0.0857	39236080	4	15	3198922321	-5	-1	-6	0	-2	2	71	-0.1111	-8	2	-65	0	19	9.5
0.1369	3	-130	win	57	0.0913	36107833	6	9	3199079401	0	-1	2	4	9	13	267	0.0292	0	8	247	0	15	7.5
-0.1369	-3	130	lose	43	-0.0913	-36107833	-6	-9	3199079401	0	1	-2	-4	-9	-13	-267	-0.0292	0	-8	-247	0	-15	-7.5
-0.14	-4	130	win	38	-0.0888	-36107833	-12	-8	3199167038	-2	1	-3	-4	-9	-13	-269	-0.3382	-2	-7	-235	0	-20	-10.0
0.14	4	-130	lose	62	0.0888	36107833	12	8	3199167038	2	-1	3	4	9	13	269	0.3382	2	7	235	0	20	10.0
0.1083	5	265	win	50	0.0828	78711942	4	6	3199655636	1	-2	59	1	0	50	151	0.2584	4	50	99	0	10	5.0
-0.1083	-5	-265	lose	50	-0.0828	-78711942	-4	-6	3199655636	-1	2	-59	-1	0	-50	-151	-0.2584	-4	-50	-99	0	-10	-5.0
-0.1083	-22	-265	win	33	-0.0822	-78711942	-7	-2	3199806114	-18	4	-58	2	0	0	173	-0.0367	-21	-50	-103	0	-9	-4.5
0.1083	22	265	lose	67	0.0822	78711942	7	2	3199806114	18	-4	58	-2	0	0	-173	0.0367	21	50	103	0	9	4.5
0.1041	5	265	win	50	0.0822	78711942	-19	26	3199909732	1	1	25	-4	0	0	-176	0.0787	3	50	203	0	7	3.5
-0.1041	-5	-265	lose	50	-0.0822	-78711942	19	-26	3199909732	-1	-1	-25	4	0	0	176	-0.0787	-3	-50	-203	0	-7	-3.5
0.0096	18	278	win	67	0.0734	1432833	5	20	3200071626	20	-6	30	2	6	3	47	-0.1296	19	-18	-163	0	25	12.5
-0.0096	-18	-278	lose	33	-0.0734	-1432833	-5	-20	3200071626	-20	6	-30	-2	-6	-3	-47	0.1296	-19	18	163	0	-25	-12.5
0.0363	19	278	win	71	0.073	1432833	21	6	3200136270	21	-6	31	2	6	6	62	-0.0984	20	-19	-165	0	27	13.5
-0.0363	-19	-278	lose	29	-0.073	-1432833	-21	-6	3200136270	-21	6	-31	-2	-6	-6	-62	0.0984	-20	19	165	0	-27	-13.5
0.1729	19	221	win	60	-0.0507	-39045495	8	53	3200277095	16	-1	13	5	2	19	304	-0.0532	18	4	44	0	61	30.5
-0.1729	-19	-221	lose	40	0.0507	39045495	-8	-53	3200277095	-16	1	-13	-5	-2	-19	-304	0.0532	-18	-4	-44	0	-61	-30.5
0.1123	21	221	win	67	-0.0512	-39045495	21	16	3200320861	18	-2	16	5	2	13	250	0.4318	21	4	48	0	37	18.5
-0.1123	-21	-221	lose	33	0.0512	39045495	-21	-16	3200320861	-18	2	-16	-5	-2	-13	-250	-0.4318	-21	-4	-48	0	-37	-18.5
-0.0679	-3	-230	win	50	-0.0661	154514747	-6	4	3200383810	-9	2	-58	3	7	-46	-71	0.6211	-11	-49	3	0	-2	-1.0
0.0679	3	230	lose	50	0.0661	-154514747	6	-4	3200383810	9	-2	58	-3	-7	46	71	-0.6211	11	49	-3	0	2	1.0
-0.0727	15	-230	win	67	-0.0661	154514747	-8	-10	3200423147	9	-2	-8	4	7	-47	-70	0.3715	7	1	11	0	-18	-9.0
0.0727	-15	230	lose	33	0.0661	-154514747	8	10	3200423147	-9	2	8	-4	-7	47	70	-0.3715	-7	-1	-11	0	18	9.0
-0.0044	17	-187	win	75	0.0135	58428961	14	26	3200662083	17	-4	13	1	4	-2	-78	-0.261	13	-13	-187	0	40	20.0
0.0044	-17	187	lose	25	-0.0135	-58428961	-14	-26	3200662083	-17	4	-13	-1	-4	2	78	0.261	-13	13	187	0	-40	-20.0
-0.0009	18	-187	win	78	0.0128	58428961	17	26	3200724186	19	-4	14	1	4	-1	-73	-0.2286	14	-13	-196	0	43	21.5
0.0009	-18	187	lose	22	-0.0128	-58428961	-17	-26	3200724186	-19	4	-14	-1	-4	1	73	0.2286	-14	13	196	0	-43	-21.5
0.0914	15	141	win	67	-0.0385	-57994231	7	4	3200911397	14	-4	18	2	-2	9	198	-0.0364	20	-26	-321	0	11	5.5
-0.0914	-15	-141	lose	33	0.0385	57994231	-7	-4	3200911397	-14	4	-18	-2	2	-9	-198	0.0364	-20	26	321	0	-11	-5.5
-0.0967	-15	-141	win	29	0.0388	57994231	-21	-10	3200988245	-16	4	-18	-2	2	-10	-200	0.0042	-22	26	324	0	-31	-15.5
0.0967	15	141	lose	71	-0.0388	-57994231	21	10	3200988245	16	-4	18	2	-2	10	200	-0.0042	22	-26	-324	0	31	15.5
0.1343	-6	-13	win	67	-0.0496	-91100781	-7	-7	3201299575	0	-1	3	-4	-2	13	225	-0.032	-7	14	237	0	-14	-7.0
-0.1343	6	13	lose	33	0.0496	91100781	7	7	3201299575	0	1	-3	4	2	-13	-225	0.032	7	-14	-237	0	14	7.0
-0.1303	6	13	win	25	0.0499	91100781	4	7	3201469071	0	1	-3	3	2	-13	-217	0.1685	5	-15	-243	0	11	5.5
0.1303	-6	-13	lose	75	-0.0499	-91100781	-4	-7	3201469071	0	-1	3	-3	-2	13	217	-0.1685	-5	15	243	0	-11	-5.5
-0.1254	6	13	win	40	0.0493	91100781	18	11	3201574801	0	1	-3	3	2	-12	-211	0.5554	7	-15	-247	0	29	14.5
0.1254	-6	-13	lose	60	-0.0493	-91100781	-18	-11	3201574801	0	-1	3	-3	-2	12	211	-0.5554	-7	15	247	0	-29	-14.5
0.0318	-10	-10	win	73	-0.0072	-111456267	-2	-6	3202194955	-2	0	-6	-2	0	3	71	-0.2342	-3	12	121	0	-8	-4.0
-0.0318	10	10	lose	27	0.0072	111456267	2	6	3202194955	2	0	6	2	0	-3	-71	0.2342	3	-12	-121	0	8	4.0
