WINRATE	NMATCHES	event	PWINRATE	WM_L20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500	LM_G35	LM_AVG	COUNTERS	WINRATE3	WM_G35	WM_AVG	DPC	HWR_AVG
0	11	lose	50	-7	-1973387	-6	-20	3467882384	0	2	-9	1	2	-12	-199	-0.2531	0	24	464	0	-13.0
1	-45	win	50	2	108059251	-11	3	3467898867	-11	0	-2	4	5	4	245	0.2172	-17	-12	-182	0	-4.0
-1	45	lose	50	-2	-108059251	11	-3	3467898867	11	0	2	-4	-5	-4	-245	-0.2172	17	12	182	0	4.0
10	302	win	17	6	-52428573	-1	28	3467937480	6	-5	13	-2	0	-10	-137	-0.1238	-1	-27	-287	0	13.5
-10	-302	lose	83	-6	52428573	1	-28	3467937480	-6	5	-13	2	0	10	137	0.1238	1	27	287	0	-13.5
10	63	win	50	-25	-21885334	13	10	3467951680	10	3	-2	3	9	20	313	0.1288	14	39	613	0	11.5
-10	-63	lose	50	25	21885334	-13	-10	3467951680	-10	-3	2	-3	-9	-20	-313	-0.1288	-14	-39	-613	0	-11.5
-39	-43	win	50	-7	2597827	-39	-39	3467935265	-39	-2	-4	-6	-1	-43	-411	0.1864	-39	-57	-384	0	-39.0
39	43	lose	50	7	-2597827	39	39	3467935265	39	2	4	6	1	43	411	-0.1864	39	57	384	0	39.0
8	26	win	67	1	100425919	10	5	3467940410	0	-3	11	0	1	17	195	-0.0369	-5	-6	38	0	7.5
-8	-26	lose	33	-1	-100425919	-10	-5	3467940410	0	3	-11	0	-1	-17	-195	0.0369	5	6	-38	0	-7.5
-3	17	win	50	-15	-678828	-7	20	3467971043	-3	6	-27	5	6	51	448	0.1819	-3	18	290	0	6.5
3	-17	lose	50	15	678828	7	-20	3467971043	3	-6	27	-5	-6	-51	-448	-0.1819	3	-18	-290	0	-6.5
2	-45	win	53	2	108059251	-8	10	3467965191	-9	0	-2	4	5	4	244	0.3846	-16	-11	-180	0	1.0
-2	45	lose	47	-2	-108059251	8	-10	3467965191	9	0	2	-4	-5	-4	-244	-0.3846	16	11	180	0	-1.0
12	302	win	29	6	-52428573	38	31	3467989509	8	-5	12	-1	0	-6	-97	-0.0336	2	-27	-289	0	34.5
-12	-302	lose	71	-6	52428573	-38	-31	3467989509	-8	5	-12	1	0	6	97	0.0336	-2	27	289	0	-34.5
13	63	win	67	-23	-21885334	26	14	3467994714	13	3	-4	4	9	24	408	0.3942	16	38	588	0	20.0
-13	-63	lose	33	23	21885334	-26	-14	3467994714	-13	-3	4	-4	-9	-24	-408	-0.3942	-16	-38	-588	0	-20.0
0	17	win	67	-15	-678828	9	-14	3468020809	0	5	-27	6	6	53	475	0.0184	0	15	259	0	-2.5
0	-17	lose	33	15	678828	-9	14	3468020809	0	-5	27	-6	-6	-53	-475	-0.0184	0	-15	-259	0	2.5
-22	-43	win	67	-7	2597827	6	4	3468008410	-22	-6	14	-1	-1	-44	-423	0.2874	-22	-7	-19	0	5.0
22	43	lose	33	7	-2597827	-6	-4	3468008410	22	6	-14	1	1	44	423	-0.2874	22	7	19	0	-5.0
9	26	win	68	1	100425919	9	10	3468014321	2	-3	11	0	1	17	192	0.1386	-4	-6	40	0	9.5
-9	-26	lose	32	-1	-100425919	-9	-10	3468014321	-2	3	-11	0	-1	-17	-192	-0.1386	4	6	-40	0	-9.5
-3	-16	win	50	-25	1284123	33	-5	3468101593	-3	8	-30	5	6	25	209	0.0721	-3	-22	283	0	14.0
3	16	lose	50	25	-1284123	-33	5	3468101593	3	-8	30	-5	-6	-25	-209	-0.0721	3	22	-283	0	-14.0
9	-16	win	67	-25	1284123	27	30	3468148932	9	3	-17	5	6	28	262	0.0583	9	-22	95	0	28.5
-9	16	lose	33	25	-1284123	-27	-30	3468148932	-9	-3	17	-5	-6	-28	-262	-0.0583	-9	22	-95	0	-28.5
-2	-246	win	40	-4	30911815	9	3	3468213243	1	2	-7	2	6	16	391	0.1954	10	20	283	0	6.0
2	246	lose	60	4	-30911815	-9	-3	3468213243	-1	-2	7	-2	-6	-16	-391	-0.1954	-10	-20	-283	0	-6.0
14	280	win	50	-23	-163473981	-8	19	3468219260	13	-6	17	1	4	20	345	0.3661	17	13	37	0	5.5
-14	-280	lose	50	23	163473981	8	-19	3468219260	-13	6	-17	-1	-4	-20	-345	-0.3661	-17	-13	-37	0	-5.5
16	280	win	67	-23	-163473981	-5	45	3468261629	15	-6	19	1	4	15	318	-0.177	20	14	38	0	20.0
-16	-280	lose	33	23	163473981	5	-45	3468261629	-15	6	-19	-1	-4	-15	-318	0.177	-20	-14	-38	0	-20.0
7	-23	win	25	0	1652699	-47	-8	3468263024	7	-1	-2	2	3	20	169	-0.0334	7	-73	-493	0	-27.5
-7	23	lose	75	0	-1652699	47	8	3468263024	-7	1	2	-2	-3	-20	-169	0.0334	-7	73	493	0	27.5
1	246	win	55	4	-30911815	-7	19	3468268472	-3	-2	7	-2	-6	-15	-387	0.2784	-12	-20	-288	0	6.0
-1	-246	lose	45	-4	30911815	7	-19	3468268472	3	2	-7	2	6	15	387	-0.2784	12	20	288	0	-6.0
-14	23	win	60	0	-1652699	25	10	3468313937	-14	1	7	-4	-3	-23	-174	-0.1225	-14	73	451	0	17.5
14	-23	lose	40	0	1652699	-25	-10	3468313937	14	-1	-7	4	3	23	174	0.1225	14	-73	-451	0	-17.5
13	-407	win	50	16	45582185	27	-17	3468320835	25	-2	-2	8	-1	31	512	-0.1819	11	-3	54	0	5.0
-13	407	lose	50	-16	-45582185	-27	17	3468320835	-25	2	2	-8	1	-31	-512	0.1819	-11	3	-54	0	-5.0
-2	-246	win	42	-4	30911815	-5	25	3468316930	1	2	-7	2	6	14	374	0.3117	10	20	288	0	10.0
2	246	lose	58	4	-30911815	5	-25	3468316930	-1	-2	7	-2	-6	-14	-374	-0.3117	-10	-20	-288	0	-10.0
15	-407	win	67	15	45582185	23	27	3468376211	28	-3	1	8	-1	31	515	0.1539	14	-6	19	0	25.0
-15	407	lose	33	-15	-45582185	-23	-27	3468376211	-28	3	-1	-8	1	-31	-515	-0.1539	-14	6	-19	0	-25.0
5	44	win	71	-1	117894	-3	0	3468458636	-13	-1	4	-1	1	0	69	-0.1161	-4	9	180	0	-1.5
-5	-44	lose	29	1	-117894	3	0	3468458636	13	1	-4	1	-1	0	-69	0.1161	4	-9	-180	0	1.5
-6	-44	win	28	1	-117894	-5	6	3468520607	13	1	-5	1	-1	0	-70	0.0877	3	-10	-179	0	0.5
6	44	lose	72	-1	117894	5	-6	3468520607	-13	-1	5	-1	1	0	70	-0.0877	-3	10	179	0	-0.5
5	44	win	69	-1	117894	7	-5	3468615808	-13	-1	4	-1	1	0	74	0.1721	-6	9	175	0	1.0
-5	-44	lose	31	1	-117894	-7	5	3468615808	13	1	-4	1	-1	0	-74	-0.1721	6	-9	-175	0	-1.0
-2	-31	win	33	1	19202598	4	8	3468649004	-10	7	-19	5	4	6	27	0.5637	-14	0	119	0	6.0
2	31	lose	67	-1	-19202598	-4	-8	3468649004	10	-7	19	-5	-4	-6	-27	-0.5637	14	0	-119	0	-6.0
6	-106	win	33	2	-17769696	15	2	3468683228	5	-3	12	1	5	-28	-410	0.1892	-18	-3	-142	0	8.5
-6	106	lose	67	-2	17769696	-15	-2	3468683228	-5	3	-12	-1	-5	28	410	-0.1892	18	3	142	0	-8.5
8	-409	win	50	15	154878404	7	24	3468731486	13	-1	-6	8	-2	26	390	0.1285	14	-18	-123	0	15.5
-8	409	lose	50	-15	-154878404	-7	-24	3468731486	-13	1	6	-8	2	-26	-390	-0.1285	-14	18	123	0	-15.5
-1	-31	win	50	1	19202598	6	-30	3468754514	-7	7	-17	5	4	5	14	0.1835	-7	2	144	0	-12.0
1	31	lose	50	-1	-19202598	-6	30	3468754514	7	-7	17	-5	-4	-5	-14	-0.1835	7	-2	-144	0	12.0
-6	106	win	57	-2	17769696	-1	7	3468774576	-7	3	-12	-1	-5	28	407	0.5006	15	2	138	0	3.0
6	-106	lose	43	2	-17769696	1	-7	3468774576	7	-3	12	1	5	-28	-407	-0.5006	-15	-2	-138	0	-3.0
-4	-202	win	62	0	-84207056	-2	1	3468793659	-5	-1	2	-2	0	0	54	0.0552	-10	1	-35	0	-0.5
4	202	lose	38	0	84207056	2	-1	3468793659	5	1	-2	2	0	0	-54	-0.0552	10	-1	35	0	0.5
6	-409	win	50	14	154878404	3	-2	3468895289	11	-1	-6	7	-2	28	343	-0.0319	12	-21	-146	0	0.5
-6	409	lose	50	-14	-154878404	-3	2	3468895289	-11	1	6	-7	2	-28	-343	0.0319	-12	21	146	0	-0.5
-3	-202	win	64	0	-84207056	7	5	3468887636	-4	-1	3	-2	0	-1	52	-0.1487	-9	2	-32	0	6.0
3	202	lose	36	0	84207056	-7	-5	3468887636	4	1	-3	2	0	1	-52	0.1487	9	-2	32	0	-6.0
11	134	win	61	1	5133600	5	5	3469080270	17	-1	6	3	0	4	57	0.207	34	-6	-47	0	5.0
-11	-134	lose	39	-1	-5133600	-5	-5	3469080270	-17	1	-6	-3	0	-4	-57	-0.207	-34	6	47	0	-5.0
-11	-107	win	80	-5	-141348628	1	-17	3469098748	-9	3	-11	-3	-12	11	-40	0.2568	-5	8	175	0	-8.0
11	107	lose	20	5	141348628	-1	17	3469098748	9	-3	11	3	12	-11	40	-0.2568	5	-8	-175	0	8.0
11	107	win	17	5	141348628	-2	-7	3469216667	8	-3	10	2	12	-10	39	0.0399	3	-8	-173	0	-4.5
-11	-107	lose	83	-5	-141348628	2	7	3469216667	-8	3	-10	-2	-12	10	-39	-0.0399	-3	8	173	0	4.5
-11	20	win	40	-1	-94597445	1	45	3469265885	-11	-1	-1	-4	2	-30	-437	0.0883	-11	17	335	0	23.0
11	-20	lose	60	1	94597445	-1	-45	3469265885	11	1	1	4	-2	30	437	-0.0883	11	-17	-335	0	-23.0
1	-9	win	50	0	6326580	5	-12	3469244025	1	0	4	0	4	11	187	0.1693	-1	-9	-114	0	-3.5
-1	9	lose	50	0	-6326580	-5	12	3469244025	-1	0	-4	0	-4	-11	-187	-0.1693	1	9	114	0	3.5
9	-14	win	40	2	762686	-13	-2	3469213616	9	-3	2	2	-3	19	256	-0.0494	9	-45	-589	0	-7.5
-9	14	lose	60	-2	-762686	13	2	3469213616	-9	3	-2	-2	3	-19	-256	0.0494	-9	45	589	0	7.5
-11	-107	win	71	-5	-141348628	10	13	3469320198	-9	3	-11	-3	-12	9	-45	0.1402	-6	9	175	0	11.5
11	107	lose	29	5	141348628	-10	-13	3469320198	9	-3	11	3	12	-9	45	-0.1402	6	-9	-175	0	-11.5
11	134	win	60	1	5133600	10	4	3469327579	16	-1	6	3	0	4	58	0.2469	32	-6	-48	0	7.0
-11	-134	lose	40	-1	-5133600	-10	-4	3469327579	-16	1	-6	-3	0	-4	-58	-0.2469	-32	6	48	0	-7.0
4	221	win	65	-2	-106724505	15	10	3469348956	12	-2	7	-2	-4	0	-64	0.2519	6	10	113	0	12.5
-4	-221	lose	35	2	106724505	-15	-10	3469348956	-12	2	-7	2	4	0	64	-0.2519	-6	-10	-113	0	-12.5
3	-9	win	57	0	6326580	4	-1	3469358900	3	0	4	0	4	9	191	-0.0163	1	-7	-120	0	1.5
-3	9	lose	43	0	-6326580	-4	1	3469358900	-3	0	-4	0	-4	-9	-191	0.0163	-1	7	120	0	-1.5
-9	20	win	50	-2	-94597445	-11	-21	3469348154	-9	-1	2	-4	2	-25	-350	0.127	-9	14	291	0	-16.0
9	-20	lose	50	2	94597445	11	21	3469348154	9	1	-2	4	-2	25	350	-0.127	9	-14	-291	0	16.0
3	163	win	40	7	-20912276	-26	-24	3469459880	0	-4	13	-1	4	-19	-136	0.1596	-2	-7	-189	0	-25.0
-3	-163	lose	60	-7	20912276	26	24	3469459880	0	4	-13	1	-4	19	136	-0.1596	2	7	189	0	25.0
3	178	win	75	-3	43888856	13	10	3469534186	0	1	-2	-1	3	-3	-128	0.4402	15	6	45	0	11.5
-3	-178	lose	25	3	-43888856	-13	-10	3469534186	0	-1	2	1	-3	3	128	-0.4402	-15	-6	-45	0	-11.5
4	163	win	50	7	-20912276	1	0	3469520859	2	-4	14	-1	4	-16	-76	0.6609	0	-7	-197	0	0.5
-4	-163	lose	50	-7	20912276	-1	0	3469520859	-2	4	-14	1	-4	16	76	-0.6609	0	7	197	0	-0.5
4	221	win	64	-2	-106724505	5	4	3469530905	12	-1	7	-2	-4	1	-55	0.1166	7	10	107	0	4.5
-4	-221	lose	36	2	106724505	-5	-4	3469530905	-12	1	-7	2	4	-1	55	-0.1166	-7	-10	-107	0	-4.5
0	28	win	50	6	-1033779	-2	-19	3469554776	0	4	-21	-6	3	49	493	0.1621	0	-20	-485	0	-10.5
0	-28	lose	50	-6	1033779	2	19	3469554776	0	-4	21	6	-3	-49	-493	-0.1621	0	20	485	0	10.5
11	134	win	59	1	5133600	15	10	3469576128	16	-1	6	3	0	5	76	0.8695	31	-6	-69	0	12.5
-11	-134	lose	41	-1	-5133600	-15	-10	3469576128	-16	1	-6	-3	0	-5	-76	-0.8695	-31	6	69	0	-12.5
2	50	win	75	-2	-69636846	6	-9	3469558152	2	1	-5	1	-7	11	64	0.3735	3	0	32	0	-1.5
-2	-50	lose	25	2	69636846	-6	9	3469558152	-2	-1	5	-1	7	-11	-64	-0.3735	-3	0	-32	0	1.5
3	1	win	50	-4	22537738	-3	-34	3469600829	2	0	4	-1	-3	19	184	0.1862	11	3	134	0	-18.5
-3	-1	lose	50	4	-22537738	3	34	3469600829	-2	0	-4	1	3	-19	-184	-0.1862	-11	-3	-134	0	18.5
8	28	win	67	6	-1033779	16	-11	3469618191	8	3	-9	-2	3	57	593	0.3578	8	-22	-500	0	2.5
-8	-28	lose	33	-6	1033779	-16	11	3469618191	-8	-3	9	2	-3	-57	-593	-0.3578	-8	22	500	0	-2.5
8	-88	win	59	-4	69834327	9	22	3469627734	6	-2	8	0	-1	-14	-192	-0.2767	6	-11	-145	0	15.5
-8	88	lose	41	4	-69834327	-9	-22	3469627734	-6	2	-8	0	1	14	192	0.2767	-6	11	145	0	-15.5
2	257	win	83	-7	-163890224	3	19	3469670224	2	0	1	-1	2	7	215	-0.3068	8	-1	-10	0	11.0
-2	-257	lose	17	7	163890224	-3	-19	3469670224	-2	0	-1	1	-2	-7	-215	0.3068	-8	1	10	0	-11.0
5	1	win	67	-4	22537738	-3	4	3469667157	5	0	5	0	-3	22	203	0.2951	14	1	119	0	0.5
-5	-1	lose	33	4	-22537738	3	-4	3469667157	-5	0	-5	0	3	-22	-203	-0.2951	-14	-1	-119	0	-0.5
8	-88	win	60	-4	69834327	0	3	3469697259	6	-2	9	0	-1	-13	-189	0.199	7	-11	-146	0	1.5
-8	88	lose	40	4	-69834327	0	-3	3469697259	-6	2	-9	0	1	13	189	-0.199	-7	11	146	0	-1.5
4	257	win	86	-7	-163890224	0	16	3469729469	3	0	1	0	2	9	220	-0.1961	9	-2	-12	0	8.0
-4	-257	lose	14	7	163890224	0	-16	3469729469	-3	0	-1	0	-2	-9	-220	0.1961	-9	2	12	0	-8.0
8	-88	win	61	-4	69834327	7	10	3469756045	8	-2	9	0	-1	-13	-188	0.1389	9	-11	-146	0	8.5
-8	88	lose	39	4	-69834327	-7	-10	3469756045	-8	2	-9	0	1	13	188	-0.1389	-9	11	146	0	-8.5
-1	-50	win	33	2	69636846	-11	2	3469744546	-1	-1	6	0	7	-10	-50	0.1914	-4	1	-29	0	-4.5
1	50	lose	67	-2	-69636846	11	-2	3469744546	1	1	-6	0	-7	10	50	-0.1914	4	-1	29	0	4.5
-6	295	win	38	2	-64242082	-13	4	3469748450	-13	-3	9	-5	4	22	438	0.2929	-14	0	145	0	-4.5
6	-295	lose	62	-2	64242082	13	-4	3469748450	13	3	-9	5	-4	-22	-438	-0.2929	14	0	-145	0	4.5
-10	-301	win	62	-6	52428573	-17	-4	3469783947	-6	4	-10	1	0	-1	36	-0.1199	1	27	304	0	-10.5
10	301	lose	38	6	-52428573	17	4	3469783947	6	-4	10	-1	0	1	-36	0.1199	-1	-27	-304	0	10.5
3	303	win	50	7	-165308890	-3	6	3469831563	3	-2	57	-2	3	51	140	-0.3432	10	50	23	0	1.5
-3	-303	lose	50	-7	165308890	3	-6	3469831563	-3	2	-57	2	-3	-51	-140	0.3432	-10	-50	-23	0	-1.5
16	33	win	50	-21	-10543437	-10	10	3469834387	16	1	-3	4	-4	8	39	-0.0046	8	10	356	0	0.0
-16	-33	lose	50	21	10543437	10	-10	3469834387	-16	-1	3	-4	4	-8	-39	0.0046	-8	-10	-356	0	0.0
20	303	win	67	7	-165308890	34	0	3469868870	20	-1	7	4	3	51	344	0.1034	28	50	20	0	17.0
-20	-303	lose	33	-7	165308890	-34	0	3469868870	-20	1	-7	-4	-3	-51	-344	-0.1034	-28	-50	-20	0	-17.0
-10	-301	win	60	-6	52428573	2	-25	3469877786	-6	4	-10	2	0	2	115	-0.1211	1	23	275	0	-11.5
10	301	lose	40	6	-52428573	-2	25	3469877786	6	-4	10	-2	0	-2	-115	0.1211	-1	-23	-275	0	11.5
-19	-33	win	33	21	10543437	-20	-4	3469877481	-19	-1	0	-4	4	-3	-37	0.1927	-13	-12	-356	0	-12.0
19	33	lose	67	-21	-10543437	20	4	3469877481	19	1	0	4	-4	3	37	-0.1927	13	12	356	0	12.0
16	33	win	50	-19	-10543437	15	-15	3469924902	16	1	1	3	-4	6	67	0.378	11	6	266	0	0.0
-16	-33	lose	50	19	10543437	-15	15	3469924902	-16	-1	-1	-3	4	-6	-67	-0.378	-11	-6	-266	0	0.0
5	52	win	60	2	-21516758	-8	10	3469999780	5	-1	1	0	6	12	252	0.0666	8	0	23	0	1.0
-5	-52	lose	40	-2	21516758	8	-10	3469999780	-5	1	-1	0	-6	-12	-252	-0.0666	-8	0	-23	0	-1.0
-7	-31	win	38	3	32914556	1	-11	3470050191	-6	-1	7	-1	2	-14	-299	-0.0652	-10	-11	-137	0	-5.0
7	31	lose	62	-3	-32914556	-1	11	3470050191	6	1	-7	1	-2	14	299	0.0652	10	11	137	0	5.0
7	52	win	67	2	-21516758	5	15	3470068832	7	-2	3	0	6	9	250	0.32	10	0	22	0	10.0
-7	-52	lose	33	-2	21516758	-5	-15	3470068832	-7	2	-3	0	-6	-9	-250	-0.32	-10	0	-22	0	-10.0
7	31	win	61	-3	-32914556	3	8	3470099413	6	1	-7	1	-2	13	296	0.0802	10	11	138	0	5.5
-7	-31	lose	39	3	32914556	-3	-8	3470099413	-6	-1	7	-1	2	-13	-296	-0.0802	-10	-11	-138	0	-5.5
7	31	win	62	-3	-32914556	9	4	3470158143	7	1	-7	1	-2	13	295	0.0609	11	11	139	0	6.5
-7	-31	lose	38	3	32914556	-9	-4	3470158143	-7	-1	7	-1	2	-13	-295	-0.0609	-11	-11	-139	0	-6.5
-29	-13	win	50	0	-525640	-19	-12	3470237129	-29	4	-67	-1	2	17	31	-0.0018	-29	-60	-240	0	-15.5
29	13	lose	50	0	525640	19	12	3470237129	29	-4	67	1	-2	-17	-31	0.0018	29	60	240	0	15.5
9	13	win	33	0	525640	-11	-11	3470340430	9	-6	62	-7	-2	-7	241	0.1965	9	10	-810	0	-11.0
-9	-13	lose	67	0	-525640	11	11	3470340430	-9	6	-62	7	2	7	-241	-0.1965	-9	-10	810	0	11.0
-9	-30	win	40	4	6411259	3	1	3470478860	-5	6	-20	4	-3	32	424	-0.0552	-5	1	104	0	2.0
9	30	lose	60	-4	-6411259	-3	-1	3470478860	5	-6	20	-4	3	-32	-424	0.0552	5	-1	-104	0	-2.0
-15	405	win	50	-24	-51371334	-19	-28	3470518988	-18	4	1	-1	-2	-3	73	-0.0521	-13	26	415	0	-23.5
15	-405	lose	50	24	51371334	19	28	3470518988	18	-4	-1	1	2	3	-73	0.0521	13	-26	-415	0	23.5
-12	-433	win	50	-3	163531304	2	5	3470541317	-9	7	-42	5	6	-3	-74	0.0626	-12	17	621	0	3.5
12	433	lose	50	3	-163531304	-2	-5	3470541317	9	-7	42	-5	-6	3	74	-0.0626	12	-17	-621	0	-3.5
-13	405	win	67	-24	-51371334	9	7	3470603856	-16	3	3	0	-2	-7	80	0.2006	-10	26	415	0	8.0
13	-405	lose	33	24	51371334	-9	-7	3470603856	16	-3	-3	0	2	7	-80	-0.2006	10	-26	-415	0	-8.0
5	433	win	33	3	-163531304	-9	25	3470623059	2	-3	29	-4	-6	2	71	-0.121	5	0	-427	0	8.0
-5	-433	lose	67	-3	163531304	9	-25	3470623059	-2	3	-29	4	6	-2	-71	0.121	-5	0	427	0	-8.0
3	256	win	50	-1	-78119067	-2	3	3470764955	9	0	4	2	-6	-2	125	0.0534	-17	19	352	0	0.5
-3	-256	lose	50	1	78119067	2	-3	3470764955	-9	0	-4	-2	6	2	-125	-0.0534	17	-19	-352	0	-0.5
11	1	win	25	6	409339	5	21	3470761658	11	1	3	3	-6	8	117	0.2635	11	-5	52	0	13.0
-11	-1	lose	75	-6	-409339	-5	-21	3470761658	-11	-1	-3	-3	6	-8	-117	-0.2635	-11	5	-52	0	-13.0
12	433	win	50	3	-163531304	9	41	3470767292	9	-4	33	-6	-6	-6	-214	0.0304	12	0	-422	0	25.0
-12	-433	lose	50	-3	163531304	-9	-41	3470767292	-9	4	-33	6	6	6	214	-0.0304	-12	0	422	0	-25.0
-4	-256	win	40	1	78119067	12	-6	3470873446	-10	0	-4	-3	6	0	-132	-0.0446	14	-18	-349	0	3.0
4	256	lose	60	-1	-78119067	-12	6	3470873446	10	0	4	3	-6	0	132	0.0446	-14	18	349	0	-3.0
12	1	win	40	6	409339	16	39	3470893625	12	0	5	3	-6	7	116	-0.2759	12	-4	54	0	27.5
-12	-1	lose	60	-6	-409339	-16	-39	3470893625	-12	0	-5	-3	6	-7	-116	0.2759	-12	4	-54	0	-27.5
2	135	win	60	-5	11358437	0	-8	3470889216	-4	-3	4	-5	-2	-2	-4	-0.256	17	-5	-4	0	-4.0
-2	-135	lose	40	5	-11358437	0	8	3470889216	4	3	-4	5	2	2	4	0.256	-17	5	4	0	4.0
5	353	win	62	-3	-153476756	1	15	3470927086	7	-2	5	-2	-2	0	31	0.1117	18	13	144	0	8.0
-5	-353	lose	38	3	153476756	-1	-15	3470927086	-7	2	-5	2	2	0	-31	-0.1117	-18	-13	-144	0	-8.0
-3	-256	win	50	1	78119067	-5	16	3471026068	-8	0	-4	-2	6	0	-133	0.9551	16	-17	-339	0	5.5
3	256	lose	50	-1	-78119067	5	-16	3471026068	8	0	4	2	-6	0	133	-0.9551	-16	17	339	0	-5.5
3	135	win	67	-5	11358437	-8	18	3471009284	-1	-3	5	-5	-2	-4	-16	-0.0183	20	-4	1	0	5.0
-3	-135	lose	33	5	-11358437	8	-18	3471009284	1	3	-5	5	2	4	16	0.0183	-20	4	-1	0	-5.0
-1	29	win	50	-15	-7005408	-6	-7	3471057976	-1	5	-27	6	4	44	313	0.5321	1	21	337	0	-6.5
1	-29	lose	50	15	7005408	6	7	3471057976	1	-5	27	-6	-4	-44	-313	-0.5321	-1	-21	-337	0	6.5
-16	-26	win	33	2	-5761450	-7	-18	3471053267	-16	3	-4	-2	-2	-8	-63	0.2679	-18	-25	-558	0	-12.5
16	26	lose	67	-2	5761450	7	18	3471053267	16	-3	4	2	2	8	63	-0.2679	18	25	558	0	12.5
6	286	win	50	-2	6879948	7	2	3471136057	11	-3	15	-1	-2	1	1	0.099	-10	-3	-36	0	4.5
-6	-286	lose	50	2	-6879948	-7	-2	3471136057	-11	3	-15	1	2	-1	-1	-0.099	10	3	36	0	-4.5
-6	-122	win	67	-1	-118515184	3	-9	3471154074	1	0	1	-1	-2	6	-1	0.0493	-8	17	318	0	-3.0
6	122	lose	33	1	118515184	-3	9	3471154074	-1	0	-1	1	2	-6	1	-0.0493	8	-17	-318	0	3.0
-4	-177	win	60	-1	22885663	8	-7	3471162443	-2	3	-7	0	-6	24	235	-0.0291	-1	-12	-195	0	0.5
4	177	lose	40	1	-22885663	-8	7	3471162443	2	-3	7	0	6	-24	-235	0.0291	1	12	195	0	-0.5
13	26	win	50	-2	5761450	29	1	3471178125	13	-2	4	1	2	9	77	-0.0085	15	20	486	0	15.0
-13	-26	lose	50	2	-5761450	-29	-1	3471178125	-13	2	-4	-1	-2	-9	-77	0.0085	-15	-20	-486	0	-15.0
2	29	win	67	-15	-7005408	18	24	3471168916	2	5	-27	6	4	39	280	0.5637	4	22	338	0	21.0
-2	-29	lose	33	15	7005408	-18	-24	3471168916	-2	-5	27	-6	-4	-39	-280	-0.5637	-4	-22	-338	0	-21.0
-7	-286	win	33	2	-6879948	-17	18	3471211088	-12	3	-14	1	2	-3	-28	0.2346	6	3	40	0	0.5
7	286	lose	67	-2	6879948	17	-18	3471211088	12	-3	14	-1	-2	3	28	-0.2346	-6	-3	-40	0	-0.5
5	122	win	29	1	118515184	-5	-3	3471223715	-2	0	-1	1	2	-7	-2	0.1434	4	-16	-312	0	-4.0
-5	-122	lose	71	-1	-118515184	5	3	3471223715	2	0	1	-1	-2	7	2	-0.1434	-4	16	312	0	4.0
-3	-177	win	67	-1	22885663	-10	5	3471259354	-1	2	-8	0	-6	24	238	-0.1361	0	-9	-188	0	-2.5
3	177	lose	33	1	-22885663	10	-5	3471259354	1	-2	8	0	6	-24	-238	0.1361	0	9	188	0	2.5
-3	-135	win	38	5	-11358437	1	3	3471251590	1	3	-6	5	2	4	23	-0.2302	-19	5	27	0	2.0
3	135	lose	62	-5	11358437	-1	-3	3471251590	-1	-3	6	-5	-2	-4	-23	0.2302	19	-5	-27	0	-2.0
-6	-286	win	50	2	-6879948	8	8	3471289199	-11	3	-13	1	2	-2	-25	-0.0583	8	1	20	0	8.0
6	286	lose	50	-2	6879948	-8	-8	3471289199	11	-3	13	-1	-2	2	25	0.0583	-8	-1	-20	0	-8.0
-6	-122	win	62	-1	-118515184	-20	-13	3471315017	1	0	1	-1	-2	7	7	0.325	-7	16	308	0	-16.5
6	122	lose	38	1	118515184	20	13	3471315017	-1	0	-1	1	2	-7	-7	-0.325	7	-16	-308	0	16.5
-25	6	win	50	0	-62884117	-12	-18	3471408159	0	0	-3	-6	5	-11	-204	-0.0224	0	0	89	0	-15.0
25	-6	lose	50	0	62884117	12	18	3471408159	0	0	3	6	-5	11	204	0.0224	0	0	-89	0	15.0
-7	363	win	50	1	-161237410	-15	14	3471391874	-5	-6	20	-8	4	-16	-206	0.0668	-9	4	-127	0	-0.5
7	-363	lose	50	-1	161237410	15	-14	3471391874	5	6	-20	8	-4	16	206	-0.0668	9	-4	127	0	0.5
15	242	win	83	0	36454669	5	2	3471420459	5	-3	10	-1	-5	4	78	-0.1151	7	-5	-36	0	3.5
-15	-242	lose	17	0	-36454669	-5	-2	3471420459	-5	3	-10	1	5	-4	-78	0.1151	-7	5	36	0	-3.5
0	281	win	57	-7	-78392795	4	12	3471481535	4	-2	6	-3	-4	-7	-33	0.1489	-2	15	173	0	8.0
0	-281	lose	43	7	78392795	-4	-12	3471481535	-4	2	-6	3	4	7	33	-0.1489	2	-15	-173	0	-8.0
-22	6	win	67	0	-62884117	-30	6	3471469927	18	0	-3	-6	5	-9	-197	-0.1391	18	-5	63	0	-12.0
22	-6	lose	33	0	62884117	30	-6	3471469927	-18	0	3	6	-5	9	197	0.1391	-18	5	-63	0	12.0
16	242	win	86	0	36454669	14	29	3471482236	7	-3	11	-1	-5	5	89	-0.1082	8	-6	-38	0	21.5
-16	-242	lose	14	0	-36454669	-14	-29	3471482236	-7	3	-11	1	5	-5	-89	0.1082	-8	6	38	0	-21.5
1	281	win	62	-7	-78392795	-1	13	3471523465	5	-2	7	-3	-4	-5	-4	0.0103	1	15	168	0	6.0
