WINRATE	NMATCHES	event	PWINRATE	WM_L20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500	LM_G35	LM_AVG	COUNTERS	WINRATE3	WM_G35	WM_AVG	DPC	HWR_AVG
8	-166	lose	14	-7	38002497	14	7	3101867489	15	-2	6	1	-1	6	81	-0.235	18	7	175	0	10.5
5	56	win	43	2	83417070	15	9	3101868251	2	-1	-3	-1	13	8	111	0.2779	3	0	-19	0	12.0
-5	-56	lose	57	-2	-83417070	-15	-9	3101868251	-2	1	3	1	-13	-8	-111	-0.2779	-3	0	19	0	-12.0
5	-293	win	33	37	23000503	26	-4	3101881334	11	-4	-13	5	0	3	554	0.1961	-7	-33	-644	0	11.0
-5	293	lose	67	-37	-23000503	-26	4	3101881334	-11	4	13	-5	0	-3	-554	-0.1961	7	33	644	0	-11.0
5	56	win	45	2	83417070	11	11	3101982828	3	-1	-2	-1	13	9	114	0.0529	4	0	-20	0	11.0
-5	-56	lose	55	-2	-83417070	-11	-11	3101982828	-3	1	2	1	-13	-9	-114	-0.0529	-4	0	20	0	-11.0
12	-34	win	73	2	10416472	-8	11	3102838959	11	-2	6	1	0	14	170	0.0459	13	-19	-218	0	1.5
-12	34	lose	27	-2	-10416472	8	-11	3102838959	-11	2	-6	-1	0	-14	-170	-0.0459	-13	19	218	0	-1.5
23	113	win	33	-17	-13414420	18	25	3102908612	15	2	0	5	0	-3	-170	-0.2014	12	-4	-41	0	21.5
-23	-113	lose	67	17	13414420	-18	-25	3102908612	-15	-2	0	-5	0	3	170	0.2014	-12	4	41	0	-21.5
30	-22	win	50	-4	5088902	44	20	3103014126	32	-2	15	8	4	26	332	0.3643	50	10	82	0	32.0
-30	22	lose	50	4	-5088902	-44	-20	3103014126	-32	2	-15	-8	-4	-26	-332	-0.3643	-50	-10	-82	0	-32.0
9	119	win	75	-1	-75797760	4	9	3103021698	-2	2	-4	2	4	22	240	0.3935	10	15	185	0	6.5
-9	-119	lose	25	1	75797760	-4	-9	3103021698	2	-2	4	-2	-4	-22	-240	-0.3935	-10	-15	-185	0	-6.5
7	21	win	50	-6	1320684	-11	9	3103008070	8	-4	8	-2	-5	5	98	-0.4076	10	3	134	0	-1.0
-7	-21	lose	50	6	-1320684	11	-9	3103008070	-8	4	-8	2	5	-5	-98	0.4076	-10	-3	-134	0	1.0
32	-22	win	67	-4	5088902	37	20	3103082855	33	-2	15	8	4	26	339	0.2685	50	9	60	0	28.5
-32	22	lose	33	4	-5088902	-37	-20	3103082855	-33	2	-15	-8	-4	-26	-339	-0.2685	-50	-9	-60	0	-28.5
1	-147	win	40	8	112359284	-1	-2	3103117092	1	-2	5	1	6	7	-15	0.3278	1	-7	-123	0	-1.5
-1	147	lose	60	-8	-112359284	1	2	3103117092	-1	2	-5	-1	-6	-7	15	-0.3278	-1	7	123	0	1.5
-9	-119	win	22	1	75797760	-19	5	3103115406	2	-1	4	-2	-4	-22	-238	0.6444	-17	-15	-185	0	-7.0
9	119	lose	78	-1	-75797760	19	-5	3103115406	-2	1	-4	2	4	22	238	-0.6444	17	15	185	0	7.0
8	94	win	50	-2	-133338076	0	12	3103202346	13	0	-2	0	2	7	136	0.1296	26	15	182	0	6.0
-8	-94	lose	50	2	133338076	0	-12	3103202346	-13	0	2	0	-2	-7	-136	-0.1296	-26	-15	-182	0	-6.0
29	86	win	89	-4	-20836369	16	21	3103213124	25	-2	7	5	6	6	195	0.0853	15	8	136	0	18.5
-29	-86	lose	11	4	20836369	-16	-21	3103213124	-25	2	-7	-5	-6	-6	-195	-0.0853	-15	-8	-136	0	-18.5
2	-147	win	50	7	112359284	17	4	3103220159	3	-2	5	1	6	7	-12	0.4897	1	-8	-122	0	10.5
-2	147	lose	50	-7	-112359284	-17	-4	3103220159	-3	2	-5	-1	-6	-7	12	-0.4897	-1	8	122	0	-10.5
-1	-85	win	50	2	9889856	11	-3	3103247078	-1	1	-10	0	0	1	52	0.3406	0	-13	-112	0	4.0
1	85	lose	50	-2	-9889856	-11	3	3103247078	1	-1	10	0	0	-1	-52	-0.3406	0	13	112	0	-4.0
9	94	win	52	-2	-133338076	8	18	3103296626	13	0	-2	0	2	7	138	0.5253	27	15	181	0	13.0
-9	-94	lose	48	2	133338076	-8	-18	3103296626	-13	0	2	0	-2	-7	-138	-0.5253	-27	-15	-181	0	-13.0
29	86	win	90	-4	-20836369	25	44	3103298958	26	-2	7	5	6	7	195	-0.2565	20	8	132	0	34.5
-29	-86	lose	10	4	20836369	-25	-44	3103298958	-26	2	-7	-5	-6	-7	-195	0.2565	-20	-8	-132	0	-34.5
0	-85	win	67	2	9889856	7	5	3103334763	-1	1	-10	0	0	3	71	0.2516	0	-13	-122	0	6.0
0	85	lose	33	-2	-9889856	-7	-5	3103334763	1	-1	10	0	0	-3	-71	-0.2516	0	13	122	0	-6.0
-3	-40	win	39	-2	-54119376	7	8	3103421920	0	2	-3	0	3	7	100	-0.1766	20	12	92	0	7.5
3	40	lose	61	2	54119376	-7	-8	3103421920	0	-2	3	0	-3	-7	-100	0.1766	-20	-12	-92	0	-7.5
0	44	win	56	1	-38455375	-14	-2	3103413558	5	-4	7	-1	-3	-9	-128	0.0747	5	11	40	0	-8.0
0	-44	lose	44	-1	38455375	14	2	3103413558	-5	4	-7	1	3	9	128	-0.0747	-5	-11	-40	0	8.0
2	40	win	58	2	54119376	4	1	3103523157	0	-2	3	0	-3	-7	-108	-0.121	-21	-12	-87	0	2.5
-2	-40	lose	42	-2	-54119376	-4	-1	3103523157	0	2	-3	0	3	7	108	0.121	21	12	87	0	-2.5
8	35	win	44	5	59504472	5	24	3103515457	22	0	-1	2	-7	4	100	-0.1622	38	-13	-104	0	14.5
-8	-35	lose	56	-5	-59504472	-5	-24	3103515457	-22	0	1	-2	7	-4	-100	0.1622	-38	13	104	0	-14.5
0	-44	win	40	-1	38455375	14	13	3103510527	-7	4	-7	1	3	9	120	0.3268	-9	-10	-36	0	13.5
0	44	lose	60	1	-38455375	-14	-13	3103510527	7	-4	7	-1	-3	-9	-120	-0.3268	9	10	36	0	-13.5
14	-122	win	50	-1	140485088	8	15	3103622383	24	2	-7	3	-3	15	245	0.0874	33	-4	-147	0	11.5
-14	122	lose	50	1	-140485088	-8	-15	3103622383	-24	-2	7	-3	3	-15	-245	-0.0874	-33	4	147	0	-11.5
7	-176	win	60	8	33285828	15	12	3103697483	13	-3	10	3	0	15	132	-0.1466	20	-15	-217	0	13.5
-7	176	lose	40	-8	-33285828	-15	-12	3103697483	-13	3	-10	-3	0	-15	-132	0.1466	-20	15	217	0	-13.5
9	35	win	50	5	59504472	-2	18	3103669471	23	0	0	2	-7	3	100	-0.1457	41	-13	-102	0	8.0
-9	-35	lose	50	-5	-59504472	2	-18	3103669471	-23	0	0	-2	7	-3	-100	0.1457	-41	13	102	0	-8.0
15	-122	win	60	-1	140485088	15	16	3103726354	24	1	-6	3	-3	15	250	0.1655	33	-5	-160	0	15.5
-15	122	lose	40	1	-140485088	-15	-16	3103726354	-24	-1	6	-3	3	-15	-250	-0.1655	-33	5	160	0	-15.5
11	136	win	83	0	-79218700	18	18	3105001416	14	-1	2	1	-1	0	34	0.3311	8	2	88	0	18.0
-11	-136	lose	17	0	79218700	-18	-18	3105001416	-14	1	-2	-1	1	0	-34	-0.3311	-8	-2	-88	0	-18.0
11	136	win	86	0	-79218700	15	15	3105100845	15	-1	2	1	-1	1	38	0.2399	9	2	87	0	15.0
-11	-136	lose	14	0	79218700	-15	-15	3105100845	-15	1	-2	-1	1	-1	-38	-0.2399	-9	-2	-87	0	-15.0
8	160	win	50	-11	-56964939	-1	13	3105104362	6	2	-4	-1	3	-1	-88	0.0367	21	11	259	0	6.0
-8	-160	lose	50	11	56964939	1	-13	3105104362	-6	-2	4	1	-3	1	88	-0.0367	-21	-11	-259	0	-6.0
-1	85	win	25	-2	-9889856	6	0	3105175274	-1	-1	9	-1	0	-4	-85	0.4238	-2	14	129	0	3.0
1	-85	lose	75	2	9889856	-6	0	3105175274	1	1	-9	1	0	4	85	-0.4238	2	-14	-129	0	-3.0
39	209	win	75	0	-133603191	37	35	3105230549	44	-4	18	5	6	34	415	0.1984	73	2	-141	0	36.0
-39	-209	lose	25	0	133603191	-37	-35	3105230549	-44	4	-18	-5	-6	-34	-415	-0.1984	-73	-2	141	0	-36.0
24	-11	win	50	-3	-868837	15	23	3105246779	24	-5	21	4	8	17	338	-0.0904	18	-31	-335	0	19.0
-24	11	lose	50	3	868837	-15	-23	3105246779	-24	5	-21	-4	-8	-17	-338	0.0904	-18	31	335	0	-19.0
0	85	win	40	-2	-9889856	10	-8	3105286138	1	-1	10	-1	0	-1	-65	0.5603	-1	13	127	0	1.0
0	-85	lose	60	2	9889856	-10	8	3105286138	-1	1	-10	1	0	1	65	-0.5603	1	-13	-127	0	-1.0
39	209	win	78	0	-133603191	49	42	3105319047	45	-4	18	5	6	34	424	0.5576	74	2	-146	0	45.5
-39	-209	lose	22	0	133603191	-49	-42	3105319047	-45	4	-18	-5	-6	-34	-424	-0.5576	-74	-2	146	0	-45.5
26	-11	win	67	-3	-868837	38	28	3105329640	26	-5	20	4	8	18	348	-0.0095	22	-32	-355	0	33.0
-26	11	lose	33	3	868837	-38	-28	3105329640	-26	5	-20	-4	-8	-18	-348	0.0095	-22	32	355	0	-33.0
-9	29	win	64	-3	-2123278	-12	-14	3105448169	-9	4	-12	-1	-2	1	-51	0.399	-9	17	189	0	-13.0
9	-29	lose	36	3	2123278	12	14	3105448169	9	-4	12	1	2	-1	51	-0.399	9	-17	-189	0	13.0
7	176	win	25	-3	-124185602	8	-1	3105453482	-6	-2	4	-1	3	4	60	-0.0215	-8	21	190	0	3.5
-7	-176	lose	75	3	124185602	-8	1	3105453482	6	2	-4	1	-3	-4	-60	0.0215	8	-21	-190	0	-3.5
7	97	win	60	-2	-133145117	14	11	3105456358	6	1	-2	1	-3	13	257	0.3311	12	6	138	0	12.5
-7	-97	lose	40	2	133145117	-14	-11	3105456358	-6	-1	2	-1	3	-13	-257	-0.3311	-12	-6	-138	0	-12.5
7	176	win	40	-3	-124185602	16	24	3105566810	-6	-2	5	-1	3	4	61	0.258	-4	21	189	0	20.0
-7	-176	lose	60	3	124185602	-16	-24	3105566810	6	2	-5	1	-3	-4	-61	-0.258	4	-21	-189	0	-20.0
7	97	win	62	-2	-133145117	3	0	3105590386	6	1	-2	1	-3	13	255	-0.1273	13	6	140	0	1.5
-7	-97	lose	38	2	133145117	-3	0	3105590386	-6	-1	2	-1	3	-13	-255	0.1273	-13	-6	-140	0	-1.5
-8	29	win	67	-3	-2123278	-12	-8	3105563095	-8	3	-11	-1	-2	3	-40	-0.0434	-8	16	187	0	-10.0
8	-29	lose	33	3	2123278	12	8	3105563095	8	-3	11	1	2	-3	40	0.0434	8	-16	-187	0	10.0
3	168	win	50	-20	-58768882	0	9	3105691507	3	1	-1	2	-2	-13	-232	-0.1347	0	4	62	0	4.5
-3	-168	lose	50	20	58768882	0	-9	3105691507	-3	-1	1	-2	2	13	232	0.1347	0	-4	-62	0	-4.5
-4	78	win	29	-3	39833003	-1	-1	3105711723	-1	1	-4	0	-1	-13	-180	0.0854	3	7	71	0	-1.0
4	-78	lose	71	3	-39833003	1	1	3105711723	1	-1	4	0	1	13	180	-0.0854	-3	-7	-71	0	1.0
-5	-168	win	33	20	58768882	-17	-2	3105836391	-6	-1	-2	-3	2	9	217	-0.0284	-7	-3	-63	0	-9.5
5	168	lose	67	-20	-58768882	17	2	3105836391	6	1	2	3	-2	-9	-217	0.0284	7	3	63	0	9.5
-3	-134	win	47	0	-29046198	-8	-2	3105842850	0	1	1	0	-13	-3	25	0.5695	2	0	59	0	-5.0
3	134	lose	53	0	29046198	8	2	3105842850	0	-1	-1	0	13	3	-25	-0.5695	-2	0	-59	0	5.0
-4	78	win	38	-3	39833003	-1	5	3105842270	-1	1	-4	0	-1	-13	-178	0.5524	5	7	71	0	2.0
4	-78	lose	62	3	-39833003	1	-5	3105842270	1	-1	4	0	1	13	178	-0.5524	-5	-7	-71	0	-2.0
3	134	win	50	0	29046198	4	13	3105980778	0	-1	-1	0	13	2	-28	-0.1523	-4	0	-58	0	8.5
-3	-134	lose	50	0	-29046198	-4	-13	3105980778	0	1	1	0	-13	-2	28	0.1523	4	0	58	0	-8.5
11	42	win	36	4	43902519	21	15	3106061599	11	-1	2	2	2	12	180	0.0738	21	-13	-338	0	18.0
-11	-42	lose	64	-4	-43902519	-21	-15	3106061599	-11	1	-2	-2	-2	-12	-180	-0.0738	-21	13	338	0	-18.0
-3	-134	win	47	0	-29046198	8	1	3106109681	0	1	1	0	-13	-2	24	-0.3012	3	-1	57	0	4.5
3	134	lose	53	0	29046198	-8	-1	3106109681	0	-1	-1	0	13	2	-24	0.3012	-3	1	-57	0	-4.5
11	42	win	40	4	43902519	2	4	3106217595	12	-1	2	2	2	12	176	0.2312	23	-12	-334	0	3.0
-11	-42	lose	60	-4	-43902519	-2	-4	3106217595	-12	1	-2	-2	-2	-12	-176	-0.2312	-23	12	334	0	-3.0
7	233	win	75	4	-138692093	21	9	3107396330	12	-2	2	-3	2	7	71	0.1709	22	-6	-190	0	15.0
-7	-233	lose	25	-4	138692093	-21	-9	3107396330	-12	2	-2	3	-2	-7	-71	-0.1709	-22	6	190	0	-15.0
-5	-95	win	50	1	11770932	5	1	3107388022	3	-1	3	1	7	7	137	-0.0424	7	2	88	0	3.0
5	95	lose	50	-1	-11770932	-5	-1	3107388022	-3	1	-3	-1	-7	-7	-137	0.0424	-7	-2	-88	0	-3.0
7	233	win	80	4	-138692093	13	28	3107460306	12	-2	2	-3	2	9	109	-0.0306	23	-6	-195	0	20.5
-7	-233	lose	20	-4	138692093	-13	-28	3107460306	-12	2	-2	3	-2	-9	-109	0.0306	-23	6	195	0	-20.5
5	-165	win	73	-1	22479130	0	3	3107513783	8	-1	11	1	-11	-8	-103	-0.0994	7	3	81	0	1.5
-5	165	lose	27	1	-22479130	0	-3	3107513783	-8	1	-11	-1	11	8	103	0.0994	-7	-3	-81	0	-1.5
-3	-95	win	67	0	11770932	12	-11	3107543460	6	-1	2	1	7	6	102	0.0242	10	4	149	0	0.5
3	95	lose	33	0	-11770932	-12	11	3107543460	-6	1	-2	-1	-7	-6	-102	-0.0242	-10	-4	-149	0	-0.5
6	190	win	50	-4	-118059022	1	7	3107659813	2	4	-10	1	6	8	37	-0.3923	2	2	-45	0	4.0
-6	-190	lose	50	4	118059022	-1	-7	3107659813	-2	-4	10	-1	-6	-8	-37	0.3923	-2	-2	45	0	-4.0
-7	29	win	69	-3	-2123278	-6	-28	3107656440	-7	3	-10	-1	-2	1	-84	-0.0249	-7	17	207	0	-17.0
7	-29	lose	31	3	2123278	6	28	3107656440	7	-3	10	1	2	-1	84	0.0249	7	-17	-207	0	17.0
5	40	win	71	-5	-69463216	9	6	3107622917	15	-1	3	1	1	0	20	0.1823	34	17	202	0	7.5
-5	-40	lose	29	5	69463216	-9	-6	3107622917	-15	1	-3	-1	-1	0	-20	-0.1823	-34	-17	-202	0	-7.5
7	190	win	60	-4	-118059022	18	23	3107743611	3	4	-9	1	6	9	52	0.0522	5	2	-50	0	20.5
-7	-190	lose	40	4	118059022	-18	-23	3107743611	-3	-4	9	-1	-6	-9	-52	-0.0522	-5	-2	50	0	-20.5
5	40	win	75	-5	-69463216	16	7	3107779938	16	-1	3	1	1	0	10	0.2344	35	17	208	0	11.5
-5	-40	lose	25	5	69463216	-16	-7	3107779938	-16	1	-3	-1	-1	0	-10	-0.2344	-35	-17	-208	0	-11.5
-5	29	win	71	-3	-2123278	14	2	3107755330	-5	3	-9	0	-2	3	-64	-0.1451	-5	16	202	0	8.0
5	-29	lose	29	3	2123278	-14	-2	3107755330	5	-3	9	0	2	-3	64	0.1451	5	-16	-202	0	-8.0
8	139	win	50	-13	-39441137	-4	-10	3107873643	13	1	0	0	1	-12	-184	0.0849	-33	1	0	0	-7.0
-8	-139	lose	50	13	39441137	4	10	3107873643	-13	-1	0	0	-1	12	184	-0.0849	33	-1	0	0	7.0
13	16	win	73	-1	21011861	15	16	3107881131	14	-1	2	1	-3	2	115	-0.4095	-4	12	139	0	15.5
-13	-16	lose	27	1	-21011861	-15	-16	3107881131	-14	1	-2	-1	3	-2	-115	0.4095	4	-12	-139	0	-15.5
-4	267	win	33	-11	-41890318	-8	1	3107851814	-10	2	-8	-1	-1	4	121	0.1964	-20	2	-44	0	-3.5
4	-267	lose	67	11	41890318	8	-1	3107851814	10	-2	8	1	1	-4	-121	-0.1964	20	-2	44	0	3.5
-13	-16	win	26	1	-21011861	-22	-10	3107992768	-14	1	-2	-1	3	-2	-114	0.1889	3	-12	-139	0	-16.0
13	16	lose	74	-1	21011861	22	10	3107992768	14	-1	2	1	-3	2	114	-0.1889	-3	12	139	0	16.0
-11	88	win	50	-6	-38461429	6	3	3108112956	-10	0	3	-3	-1	3	105	0.1193	0	-14	-108	0	4.5
11	-88	lose	50	6	38461429	-6	-3	3108112956	10	0	-3	3	1	-3	-105	-0.1193	0	14	108	0	-4.5
-5	62	win	57	-2	-36355701	2	13	3108133533	3	-1	5	0	1	-9	-203	0.3042	22	-5	-10	0	7.5
5	-62	lose	43	2	36355701	-2	-13	3108133533	-3	1	-5	0	-1	9	203	-0.3042	-22	5	10	0	-7.5
10	-88	win	33	6	38461429	13	13	3108218476	8	0	-2	3	1	-4	-110	0.5642	-8	15	124	0	13.0
-10	88	lose	67	-6	-38461429	-13	-13	3108218476	-8	0	2	-3	-1	4	110	-0.5642	8	-15	-124	0	-13.0
22	-151	win	75	1	142608366	29	24	3108260223	32	-1	3	3	-1	12	315	0.5984	42	-20	-347	0	26.5
-22	151	lose	25	-1	-142608366	-29	-24	3108260223	-32	1	-3	-3	1	-12	-315	-0.5984	-42	20	347	0	-26.5
-5	62	win	60	-2	-36355701	-9	-9	3108280015	3	-1	5	0	1	-9	-205	0.0717	24	-5	-7	0	-9.0
5	-62	lose	40	2	36355701	9	9	3108280015	-3	1	-5	0	-1	9	205	-0.0717	-24	5	7	0	9.0
7	115	win	45	3	5133600	12	16	3108244713	20	0	1	3	-7	-3	-46	-0.3578	32	-12	-140	0	14.0
-7	-115	lose	55	-3	-5133600	-12	-16	3108244713	-20	0	-1	-3	7	3	46	0.3578	-32	12	140	0	-14.0
23	-151	win	80	1	142608366	31	34	3108369009	33	-2	4	3	-1	13	318	0.381	44	-21	-351	0	32.5
-23	151	lose	20	-1	-142608366	-31	-34	3108369009	-33	2	-4	-3	1	-13	-318	-0.381	-44	21	351	0	-32.5
-7	-115	win	50	-3	-5133600	-10	-18	3108453320	-21	0	-2	-4	7	3	65	0.0666	-35	12	129	0	-14.0
7	115	lose	50	3	5133600	10	18	3108453320	21	0	2	4	-7	-3	-65	-0.0666	35	-12	-129	0	14.0
-1	121	win	50	-21	10285325	16	-6	3108507459	-1	0	28	-2	0	13	-420	0.7694	10	5	273	0	5.0
1	-121	lose	50	21	-10285325	-16	6	3108507459	1	0	-28	2	0	-13	420	-0.7694	-10	-5	-273	0	-5.0
7	115	win	46	3	5133600	12	14	3108575859	20	0	1	3	-7	-4	-68	0.3024	30	-11	-126	0	13.0
-7	-115	lose	54	-3	-5133600	-12	-14	3108575859	-20	0	-1	-3	7	4	68	-0.3024	-30	11	126	0	-13.0
5	121	win	67	-21	10285325	35	56	3108623689	5	-1	32	-1	0	3	-343	0.5864	21	6	277	0	45.5
-5	-121	lose	33	21	-10285325	-35	-56	3108623689	-5	1	-32	1	0	-3	343	-0.5864	-21	-6	-277	0	-45.5
0	57	win	43	-2	-48387842	6	5	3109505364	-3	-4	8	-2	-4	-18	-169	0.5741	-10	6	10	0	5.5
0	-57	lose	57	2	48387842	-6	-5	3109505364	3	4	-8	2	4	18	169	-0.5741	10	-6	-10	0	-5.5
2	-163	win	50	21	39215343	-4	24	3109502095	-3	-4	13	-1	2	9	226	-0.3588	17	-12	-66	0	10.0
-2	163	lose	50	-21	-39215343	4	-24	3109502095	3	4	-13	1	-2	-9	-226	0.3588	-17	12	66	0	-10.0
0	-57	win	50	2	48387842	-2	-14	3109565466	1	4	-9	2	4	17	164	-0.0171	4	-6	-8	0	-8.0
0	57	lose	50	-2	-48387842	2	14	3109565466	-1	-4	9	-2	-4	-17	-164	0.0171	-4	6	8	0	8.0
14	-90	win	50	5	46658029	9	9	3109652524	5	-2	8	1	-3	1	-70	0.0417	-11	-24	-448	0	9.0
-14	90	lose	50	-5	-46658029	-9	-9	3109652524	-5	2	-8	-1	3	-1	70	-0.0417	11	24	448	0	-9.0
-3	-5	win	50	2	1000445	16	-9	3109668328	-3	-2	1	-1	-2	18	366	-0.1139	14	-26	-369	0	3.5
3	5	lose	50	-2	-1000445	-16	9	3109668328	3	2	-1	1	2	-18	-366	0.1139	-14	26	369	0	-3.5
21	53	win	57	-1	-19532802	39	28	3109820624	19	-4	12	3	1	-1	76	0.3777	3	-9	-210	0	33.5
-21	-53	lose	43	1	19532802	-39	-28	3109820624	-19	4	-12	-3	-1	1	-76	-0.3777	-3	9	210	0	-33.5
6	57	win	47	2	83417070	-1	13	3109822574	4	-1	-2	-1	13	10	123	0.3366	7	-1	-33	0	6.0
-6	-57	lose	53	-2	-83417070	1	-13	3109822574	-4	1	2	1	-13	-10	-123	-0.3366	-7	1	33	0	-6.0
21	-25	win	67	-6	1464022	4	0	3109874555	21	-1	6	1	7	3	-70	0.0584	27	-6	-32	0	2.0
-21	25	lose	33	6	-1464022	-4	0	3109874555	-21	1	-6	-1	-7	-3	70	-0.0584	-27	6	32	0	-2.0
6	57	win	48	2	83417070	2	8	3109923189	4	-1	-2	-1	13	10	121	-0.3173	8	-1	-31	0	5.0
-6	-57	lose	52	-2	-83417070	-2	-8	3109923189	-4	1	2	1	-13	-10	-121	0.3173	-8	1	31	0	-5.0
21	53	win	62	-1	-19532802	19	26	3109915962	20	-4	12	4	1	-2	71	-0.0078	9	-9	-205	0	22.5
-21	-53	lose	38	1	19532802	-19	-26	3109915962	-20	4	-12	-4	-1	2	-71	0.0078	-9	9	205	0	-22.5
22	-25	win	75	-6	1464022	27	32	3109947264	22	-1	6	1	7	4	-54	0.1815	30	-8	-46	0	29.5
-22	25	lose	25	6	-1464022	-27	-32	3109947264	-22	1	-6	-1	-7	-4	54	-0.1815	-30	8	46	0	-29.5
0	54	win	50	0	-32328795	-8	6	3110067317	14	2	-6	0	0	-5	-126	-0.0721	15	-9	-209	0	-1.0
0	-54	lose	50	0	32328795	8	-6	3110067317	-14	-2	6	0	0	5	126	0.0721	-15	9	209	0	1.0
11	-27	win	75	11	117492884	23	32	3110125765	27	-2	8	5	-1	4	-73	-0.0783	36	-20	-267	0	27.5
-11	27	lose	25	-11	-117492884	-23	-32	3110125765	-27	2	-8	-5	1	-4	73	0.0783	-36	20	267	0	-27.5
13	-106	win	78	-5	88815991	14	-1	3110137206	23	-2	11	1	-3	1	47	-0.1892	20	5	105	0	6.5
-13	106	lose	22	5	-88815991	-14	1	3110137206	-23	2	-11	-1	3	-1	-47	0.1892	-20	-5	-105	0	-6.5
-1	-193	win	40	5	21158446	-4	-6	3110137351	1	2	3	3	-6	-10	-160	-0.0225	-1	0	-48	0	-5.0
1	193	lose	60	-5	-21158446	4	6	3110137351	-1	-2	-3	-3	6	10	160	0.0225	1	0	48	0	5.0
26	-50	win	25	6	25800923	17	20	3110138102	9	-3	16	3	2	10	59	-0.0125	21	-13	-103	0	18.5
-26	50	lose	75	-6	-25800923	-17	-20	3110138102	-9	3	-16	-3	-2	-10	-59	0.0125	-21	13	103	0	-18.5
1	54	win	67	0	-32328795	25	5	3110188282	15	2	-5	0	0	-5	-129	-0.1538	18	-9	-204	0	15.0
-1	-54	lose	33	0	32328795	-25	-5	3110188282	-15	-2	5	0	0	5	129	0.1538	-18	9	204	0	-15.0
13	-27	win	80	11	117492884	19	22	3110246148	29	-2	8	5	-1	5	-68	0.7019	37	-20	-266	0	20.5
-13	27	lose	20	-11	-117492884	-19	-22	3110246148	-29	2	-8	-5	1	-5	68	-0.7019	-37	20	266	0	-20.5
13	-106	win	80	-5	88815991	24	12	3110234942	23	-2	11	1	-3	1	50	0.2548	21	5	103	0	18.0
-13	106	lose	20	5	-88815991	-24	-12	3110234942	-23	2	-11	-1	3	-1	-50	-0.2548	-21	-5	-103	0	-18.0
-4	29	win	72	-3	-2123278	-10	-13	3110280602	-4	3	-9	0	-2	2	-84	-0.1808	-3	19	226	0	-11.5
4	-29	lose	28	3	2123278	10	13	3110280602	4	-3	9	0	2	-2	84	0.1808	3	-19	-226	0	11.5
0	-235	win	40	8	120963774	7	-5	3110263318	1	0	4	0	7	-4	-121	-0.2678	5	-1	106	0	1.0
0	235	lose	60	-8	-120963774	-7	5	3110263318	-1	0	-4	0	-7	4	121	0.2678	-5	1	-106	0	-1.0
1	193	win	50	-5	-21158446	3	9	3110279472	-2	-2	-3	-3	6	10	162	0.1581	-1	-1	41	0	6.0
-1	-193	lose	50	5	21158446	-3	-9	3110279472	2	2	3	3	-6	-10	-162	-0.1581	1	1	-41	0	-6.0
-4	29	win	74	-3	-2123278	1	-12	3110381510	-4	3	-9	0	-2	3	-60	0.0435	-2	18	218	0	-5.5
4	-29	lose	26	3	2123278	-1	12	3110381510	4	-3	9	0	2	-3	60	-0.0435	2	-18	-218	0	5.5
-1	-193	win	43	5	21158446	-10	2	3110382717	1	2	3	3	-6	-11	-170	0.1739	0	1	-40	0	-4.0
1	193	lose	57	-5	-21158446	10	-2	3110382717	-1	-2	-3	-3	6	11	170	-0.1739	0	-1	40	0	4.0
19	-38	win	50	0	35421995	31	24	3111350892	2	0	4	1	4	2	-15	-0.3834	-12	-9	-98	0	27.5
-19	38	lose	50	0	-35421995	-31	-24	3111350892	-2	0	-4	-1	-4	-2	15	0.3834	12	9	98	0	-27.5
19	263	win	75	-9	-134792436	30	14	3111354797	10	-1	10	2	5	6	54	0.1933	0	10	80	0	22.0
-19	-263	lose	25	9	134792436	-30	-14	3111354797	-10	1	-10	-2	-5	-6	-54	-0.1933	0	-10	-80	0	-22.0
-20	38	win	40	0	-35421995	-13	-14	3111404035	-3	0	-4	-1	-4	-2	7	0.0772	8	9	104	0	-13.5
20	-38	lose	60	0	35421995	13	14	3111404035	3	0	4	1	4	2	-7	-0.0772	-8	-9	-104	0	13.5
7	-161	win	65	-6	96582569	16	14	3111424835	16	2	-7	1	-5	3	65	0.5074	16	9	192	0	15.0
-7	161	lose	35	6	-96582569	-16	-14	3111424835	-16	-2	7	-1	5	-3	-65	-0.5074	-16	-9	-192	0	-15.0
20	263	win	80	-9	-134792436	27	20	3111441609	11	-1	12	2	5	4	41	0.3141	5	11	83	0	23.5
-20	-263	lose	20	9	134792436	-27	-20	3111441609	-11	1	-12	-2	-5	-4	-41	-0.3141	-5	-11	-83	0	-23.5
4	155	win	50	-13	-48836415	-2	3	3111504790	11	1	1	4	-4	-4	-199	0.195	20	4	63	0	0.5
-4	-155	lose	50	13	48836415	2	-3	3111504790	-11	-1	-1	-4	4	4	199	-0.195	-20	-4	-63	0	-0.5
-7	25	win	36	3	32914556	4	-1	3111517837	-4	-1	3	-2	5	-14	-336	-0.0768	4	-14	-183	0	1.5
7	-25	lose	64	-3	-32914556	-4	1	3111517837	4	1	-3	2	-5	14	336	0.0768	-4	14	183	0	-1.5
8	-161	win	67	-6	96582569	-1	17	3111530432	18	2	-7	2	-5	2	63	-0.2643	18	10	196	0	8.0
-8	161	lose	33	6	-96582569	1	-17	3111530432	-18	-2	7	-2	5	-2	-63	0.2643	-18	-10	-196	0	-8.0
